# SignalP-5.0	Organism: Gram-negative	Timestamp: 20230503163127
# ID	Prediction	SP(Sec/SPI)	TAT(Tat/SPI)	LIPO(Sec/SPII)	OTHER	CS Position
megahit_19049_2-1012	OTHER	0.047586	0.007916	0.004092	0.940406	
megahit_19070_209-1456	OTHER	0.007046	0.001275	0.000973	0.990706	
megahit_19159_9-383	OTHER	0.027119	0.002008	0.006557	0.964315	
megahit_19159_383-1321	OTHER	0.017327	0.000826	0.001654	0.980192	
megahit_19159_1318-2766	OTHER	0.003422	0.000596	0.003817	0.992165	
megahit_19159_2763-3254	OTHER	0.003426	0.000249	0.000463	0.995861	
megahit_19160_54-1259	OTHER	0.027119	0.002008	0.006557	0.964315	
megahit_19160_1259-2197	OTHER	0.017327	0.000826	0.001654	0.980192	
megahit_19160_2194-3642	OTHER	0.003422	0.000596	0.003817	0.992165	
megahit_19160_3639-4130	OTHER	0.003426	0.000249	0.000463	0.995861	
megahit_19161_172-675	OTHER	0.003389	0.000719	0.000374	0.995518	
megahit_19300_1-909	OTHER	0.007020	0.004122	0.001097	0.987761	
megahit_19545_1541-2128	OTHER	0.040830	0.313317	0.011074	0.634778	
megahit_19551_2-1495	SP(Sec/SPI)	0.971792	0.000578	0.025359	0.002271	CS pos: 20-21. ATA-HN. Pr: 0.8003
megahit_19552_2-595	OTHER	0.079828	0.363720	0.040846	0.515606	
megahit_19605_70-696	OTHER	0.004184	0.000985	0.000750	0.994081	
megahit_19642_1-213	OTHER	0.002477	0.007824	0.000256	0.989444	
megahit_19722_1-324	OTHER	0.013461	0.012192	0.003086	0.971261	
megahit_19722_363-1367	OTHER	0.011949	0.062394	0.002430	0.923226	
megahit_19722_1392-1871	OTHER	0.002898	0.003526	0.000680	0.992897	
megahit_19745_253-633	OTHER	0.229662	0.062296	0.005905	0.702137	
megahit_19745_667-1296	OTHER	0.020941	0.029911	0.051085	0.898063	
megahit_19745_1315-2304	OTHER	0.016352	0.056577	0.001529	0.925542	
megahit_19745_2418-2753	OTHER	0.003800	0.002273	0.000980	0.992947	
megahit_19771_1-390	OTHER	0.005388	0.005102	0.001331	0.988178	
megahit_19771_394-930	OTHER	0.015204	0.000519	0.001355	0.982922	
megahit_19771_1073-1327	OTHER	0.034238	0.240479	0.000598	0.724685	
megahit_19830_1050-1529	OTHER	0.002726	0.000473	0.000430	0.996371	
megahit_19830_1563-1670	OTHER	0.039952	0.005432	0.022693	0.931922	
megahit_19844_1328-1744	SP(Sec/SPI)	0.993677	0.000343	0.004028	0.001951	CS pos: 21-22. INA-QE. Pr: 0.9870
megahit_19868_2-673	OTHER	0.019351	0.001085	0.004945	0.974619	
megahit_19902_82-924	SP(Sec/SPI)	0.920771	0.000177	0.063500	0.015552	CS pos: 19-20. IYS-QT. Pr: 0.8080
megahit_19904_82-924	SP(Sec/SPI)	0.920771	0.000177	0.063500	0.015552	CS pos: 19-20. IYS-QT. Pr: 0.8080
megahit_19911_168-815	OTHER	0.006324	0.000951	0.002618	0.990107	
megahit_19912_168-974	OTHER	0.006324	0.000951	0.002618	0.990107	
megahit_19913_747-1481	SP(Sec/SPI)	0.997311	0.000147	0.001592	0.000949	CS pos: 20-21. IFA-QL. Pr: 0.9885
megahit_19923_1-543	OTHER	0.001839	0.000449	0.005147	0.992566	
megahit_19964_987-2219	OTHER	0.020843	0.005531	0.007729	0.965897	
megahit_19969_5210-8332	OTHER	0.007692	0.007337	0.000650	0.984322	
megahit_19969_8374-8910	OTHER	0.003209	0.000815	0.000303	0.995674	
megahit_19970_5210-8332	OTHER	0.007692	0.007337	0.000650	0.984322	
megahit_19970_8374-8910	OTHER	0.003209	0.000815	0.000303	0.995674	
megahit_19985_598-987	OTHER	0.010995	0.002290	0.002442	0.984273	
megahit_19987_2-1147	OTHER	0.017244	0.007362	0.002197	0.973197	
megahit_19988_2-1147	OTHER	0.017244	0.007362	0.002197	0.973197	
megahit_19989_2-1147	OTHER	0.017244	0.007362	0.002197	0.973197	
megahit_19990_2-1147	OTHER	0.017244	0.007362	0.002197	0.973197	
megahit_20018_1-843	OTHER	0.051631	0.005187	0.002277	0.940904	
megahit_20022_3-956	OTHER	0.027325	0.016258	0.004777	0.951639	
megahit_20044_3-275	OTHER	0.008447	0.004428	0.002435	0.984690	
megahit_20074_1425-3323	OTHER	0.001959	0.000435	0.000346	0.997259	
megahit_20075_1483-3381	OTHER	0.001959	0.000435	0.000346	0.997259	
megahit_20076_1483-3381	OTHER	0.001959	0.000435	0.000346	0.997259	
megahit_20076_3443-4369	OTHER	0.195427	0.003146	0.023015	0.778413	
megahit_20077_630-1370	OTHER	0.005963	0.000264	0.003326	0.990448	
megahit_20077_1425-3323	OTHER	0.001959	0.000435	0.000346	0.997259	
megahit_20078_1425-3323	OTHER	0.001959	0.000435	0.000346	0.997259	
megahit_20087_3-299	OTHER	0.010189	0.000492	0.001124	0.988195	
megahit_20092_497-769	OTHER	0.002112	0.001401	0.000379	0.996107	
megahit_20093_6269-6541	OTHER	0.002112	0.001401	0.000379	0.996107	
megahit_20094_6270-6542	OTHER	0.002112	0.001401	0.000379	0.996107	
megahit_20095_9600-9872	OTHER	0.002112	0.001401	0.000379	0.996107	
megahit_20096_498-770	OTHER	0.002144	0.001650	0.000385	0.995820	
megahit_20112_3-1817	OTHER	0.257021	0.004326	0.007121	0.731532	
megahit_20115_3-1364	OTHER	0.011970	0.001625	0.001895	0.984510	
megahit_20145_2-829	OTHER	0.015735	0.006981	0.000931	0.976352	
megahit_20146_2-499	OTHER	0.017940	0.002492	0.004209	0.975358	
megahit_20148_85-435	OTHER	0.157323	0.007256	0.083430	0.751990	
megahit_20259_1137-1673	OTHER	0.002086	0.001006	0.000255	0.996653	
megahit_20259_1675-1869	OTHER	0.015855	0.010107	0.002920	0.971118	
megahit_20343_1-600	OTHER	0.045431	0.001668	0.003522	0.949380	
megahit_20376_46-711	OTHER	0.002212	0.002214	0.000326	0.995247	
megahit_20401_196-645	OTHER	0.007118	0.002033	0.003454	0.987394	
megahit_20437_3-2270	OTHER	0.036542	0.002971	0.006612	0.953875	
megahit_20468_170-1228	OTHER	0.003425	0.000797	0.000618	0.995160	
megahit_20471_65-721	OTHER	0.007033	0.007593	0.000800	0.984574	
megahit_20758_1-840	OTHER	0.005950	0.003117	0.000723	0.990210	
megahit_20925_2-1315	OTHER	0.029754	0.003324	0.005984	0.960938	
megahit_20926_229-1680	OTHER	0.029754	0.003324	0.005984	0.960938	
megahit_20970_63-1196	SP(Sec/SPI)	0.968207	0.006727	0.004554	0.020512	CS pos: 36-37. ANA-SS. Pr: 0.9015
megahit_21040_3-248	OTHER	0.020522	0.002873	0.009683	0.966922	
megahit_21040_257-592	OTHER	0.013010	0.004738	0.006175	0.976078	
megahit_21041_258-593	OTHER	0.013010	0.004738	0.006175	0.976078	
megahit_21042_2-331	OTHER	0.013010	0.004738	0.006175	0.976078	
megahit_21106_527-1909	OTHER	0.007740	0.001724	0.001759	0.988777	
megahit_21120_803-1108	OTHER	0.004200	0.006959	0.001752	0.987089	
megahit_21139_1586-2629	LIPO(Sec/SPII)	0.005017	0.000240	0.993380	0.001362	CS pos: 27-28. LSG-CY. Pr: 0.9945
megahit_21222_303-1559	OTHER	0.004390	0.000956	0.000605	0.994050	
megahit_21240_1-714	OTHER	0.001466	0.000970	0.000163	0.997400	
megahit_21240_863-1795	LIPO(Sec/SPII)	0.006584	0.000061	0.992923	0.000432	CS pos: 18-19. TAA-CS. Pr: 0.9951
megahit_21266_603-1478	OTHER	0.036619	0.001183	0.017710	0.944489	
megahit_21285_3-668	OTHER	0.012490	0.000953	0.005438	0.981119	
megahit_21286_3-665	OTHER	0.007352	0.001238	0.004092	0.987317	
megahit_21312_89-1192	LIPO(Sec/SPII)	0.059752	0.000235	0.939629	0.000385	CS pos: 17-18. LLG-CN. Pr: 0.9412
megahit_21312_2228-2485	OTHER	0.037022	0.010782	0.002886	0.949309	
megahit_21313_89-1192	LIPO(Sec/SPII)	0.059752	0.000235	0.939629	0.000385	CS pos: 17-18. LLG-CN. Pr: 0.9412
megahit_21313_2228-2485	OTHER	0.037022	0.010782	0.002886	0.949309	
megahit_21313_2628-2840	OTHER	0.004085	0.001302	0.001424	0.993189	
megahit_21323_2-346	OTHER	0.004155	0.003941	0.000622	0.991282	
megahit_21382_1-687	OTHER	0.145900	0.028223	0.007798	0.818079	
megahit_21382_703-1731	OTHER	0.054568	0.041550	0.107544	0.796338	
megahit_21383_696-1079	OTHER	0.011674	0.005525	0.001512	0.981289	
megahit_21384_1-687	OTHER	0.145900	0.028223	0.007798	0.818079	
megahit_21384_703-1731	OTHER	0.054568	0.041550	0.107544	0.796338	
megahit_21398_1-309	OTHER	0.021539	0.012531	0.004647	0.961283	
megahit_21401_16-642	OTHER	0.007559	0.003538	0.001382	0.987521	
megahit_21401_653-880	OTHER	0.005983	0.010906	0.003642	0.979469	
megahit_21401_894-1256	OTHER	0.009642	0.002155	0.000547	0.987656	
megahit_21415_90-239	OTHER	0.043870	0.008541	0.002886	0.944702	
megahit_21447_7-1029	SP(Sec/SPI)	0.980484	0.000111	0.018286	0.001120	CS pos: 23-24. SHA-QI. Pr: 0.9710
megahit_21460_1-1338	OTHER	0.023000	0.002136	0.003249	0.971615	
megahit_21461_25-1404	OTHER	0.023000	0.002136	0.003249	0.971615	
megahit_21462_52-1260	OTHER	0.023000	0.002136	0.003249	0.971615	
megahit_21564_207-1325	SP(Sec/SPI)	0.907856	0.000420	0.019898	0.071826	CS pos: 24-25. TVA-DK. Pr: 0.7939
megahit_21779_98-1234	SP(Sec/SPI)	0.752099	0.009714	0.013548	0.224639	CS pos: 28-29. VQA-VD. Pr: 0.7017
megahit_21779_1231-1536	OTHER	0.102717	0.003881	0.089366	0.804036	
megahit_21780_98-712	OTHER	0.007247	0.008540	0.001535	0.982678	
megahit_21825_3-1052	OTHER	0.015869	0.002411	0.003280	0.978440	
megahit_21923_3-650	OTHER	0.054966	0.000348	0.000821	0.943865	
megahit_22043_3204-5489	OTHER	0.011578	0.000375	0.007683	0.980364	
megahit_22043_5962-7299	OTHER	0.022834	0.002111	0.028856	0.946200	
megahit_22064_24-221	OTHER	0.034506	0.013285	0.014736	0.937473	
megahit_22065_33-491	OTHER	0.324951	0.003888	0.024235	0.646927	
megahit_22121_1481-4654	SP(Sec/SPI)	0.992368	0.005598	0.001311	0.000723	CS pos: 26-27. AMA-QE. Pr: 0.9835
megahit_22121_9089-9928	OTHER	0.008312	0.001500	0.001666	0.988523	
megahit_22124_1481-4654	SP(Sec/SPI)	0.992368	0.005598	0.001311	0.000723	CS pos: 26-27. AMA-QE. Pr: 0.9835
megahit_22128_7510-8349	OTHER	0.008312	0.001500	0.001666	0.988523	
megahit_22129_6898-7737	OTHER	0.008312	0.001500	0.001666	0.988523	
megahit_22174_2-337	OTHER	0.027397	0.013085	0.015906	0.943612	
megahit_22204_1-1131	OTHER	0.003191	0.002020	0.000430	0.994359	
megahit_22239_479-1060	SP(Sec/SPI)	0.872067	0.000287	0.116931	0.010715	CS pos: 21-22. FSA-QE. Pr: 0.5290
megahit_22239_1132-2358	OTHER	0.004984	0.005203	0.000748	0.989065	
megahit_22240_1570-2175	OTHER	0.005217	0.000290	0.001137	0.993356	
megahit_22240_3373-4161	OTHER	0.003826	0.001117	0.001174	0.993883	
megahit_22241_442-1212	OTHER	0.007958	0.001265	0.006412	0.984365	
megahit_22241_1245-1871	SP(Sec/SPI)	0.872067	0.000287	0.116931	0.010715	CS pos: 21-22. FSA-QE. Pr: 0.5290
megahit_22241_1943-3169	OTHER	0.004984	0.005203	0.000748	0.989065	
megahit_22243_3229-3855	SP(Sec/SPI)	0.872067	0.000287	0.116931	0.010715	CS pos: 21-22. FSA-QE. Pr: 0.5290
megahit_22244_1583-2188	OTHER	0.005217	0.000290	0.001137	0.993356	
megahit_22244_3386-4174	OTHER	0.003826	0.001117	0.001174	0.993883	
megahit_22245_206-1195	OTHER	0.002873	0.000188	0.000380	0.996559	
megahit_22246_2588-3277	OTHER	0.005685	0.000121	0.000872	0.993322	
megahit_22250_59-442	OTHER	0.002139	0.000754	0.000199	0.996908	
megahit_22302_3-494	OTHER	0.010050	0.003821	0.001792	0.984337	
megahit_22365_31-240	OTHER	0.010019	0.018927	0.003846	0.967208	
megahit_22365_297-587	OTHER	0.003453	0.004631	0.000555	0.991361	
megahit_22380_37-606	OTHER	0.002603	0.000377	0.000356	0.996663	
megahit_22389_969-1493	OTHER	0.003394	0.000553	0.000753	0.995301	
megahit_22391_2-217	OTHER	0.020572	0.114705	0.003449	0.861275	
megahit_22391_219-1208	OTHER	0.001423	0.000749	0.000354	0.997474	
megahit_22392_4120-4311	OTHER	0.088039	0.068459	0.010243	0.833260	
megahit_22392_4313-5302	OTHER	0.001423	0.000749	0.000354	0.997474	
megahit_22393_118-309	OTHER	0.088039	0.068459	0.010243	0.833260	
megahit_22393_311-1300	OTHER	0.001423	0.000749	0.000354	0.997474	
megahit_22395_882-1073	OTHER	0.088039	0.068459	0.010243	0.833260	
megahit_22502_2-301	OTHER	0.030128	0.009525	0.000363	0.959984	
megahit_22546_1-411	SP(Sec/SPI)	0.993683	0.002392	0.002228	0.001697	CS pos: 21-22. AYA-DV. Pr: 0.9712
megahit_22599_3-281	OTHER	0.011021	0.002337	0.001579	0.985062	
megahit_22609_614-838	OTHER	0.010742	0.000697	0.001450	0.987110	
megahit_22614_649-918	OTHER	0.010742	0.000697	0.001450	0.987110	
megahit_22618_659-883	OTHER	0.010742	0.000697	0.001450	0.987110	
megahit_22687_455-1204	OTHER	0.000434	0.000159	0.000528	0.998879	
megahit_22744_3-557	OTHER	0.008693	0.000605	0.004251	0.986452	
megahit_22768_3-728	OTHER	0.016512	0.004947	0.002450	0.976090	
megahit_22834_3-1136	SP(Sec/SPI)	0.960798	0.000688	0.026727	0.011786	CS pos: 19-20. SNA-QW. Pr: 0.9200
megahit_22834_1198-1617	SP(Sec/SPI)	0.971605	0.000081	0.026424	0.001890	CS pos: 19-20. GMA-QD. Pr: 0.9190
megahit_22834_1646-2071	SP(Sec/SPI)	0.992831	0.000096	0.004940	0.002133	CS pos: 17-18. SFA-QD. Pr: 0.9756
megahit_22835_3-1136	SP(Sec/SPI)	0.960798	0.000688	0.026727	0.011786	CS pos: 19-20. SNA-QW. Pr: 0.9200
megahit_22835_1198-1617	SP(Sec/SPI)	0.971605	0.000081	0.026424	0.001890	CS pos: 19-20. GMA-QD. Pr: 0.9190
megahit_22874_15-473	OTHER	0.005977	0.003154	0.126255	0.864614	
megahit_22888_926-1285	OTHER	0.006382	0.003808	0.000537	0.989274	
megahit_22888_1337-2290	OTHER	0.002970	0.000347	0.000348	0.996335	
megahit_22918_821-2278	SP(Sec/SPI)	0.718549	0.000951	0.270239	0.010261	CS pos: 22-23. SFG-DQ. Pr: 0.6478
megahit_22918_2424-2996	OTHER	0.010647	0.007015	0.002663	0.979675	
megahit_22918_2993-4054	OTHER	0.005405	0.025261	0.001626	0.967708	
megahit_22919_2-829	OTHER	0.019505	0.104866	0.003867	0.871762	
megahit_22919_1855-3312	SP(Sec/SPI)	0.718549	0.000951	0.270239	0.010261	CS pos: 22-23. SFG-DQ. Pr: 0.6478
megahit_22919_3458-4030	OTHER	0.010647	0.007015	0.002663	0.979675	
megahit_22919_4027-5088	OTHER	0.005405	0.025261	0.001626	0.967708	
megahit_22920_168-590	OTHER	0.033571	0.005615	0.007516	0.953298	
megahit_22920_587-1648	OTHER	0.005405	0.025261	0.001626	0.967708	
megahit_22921_2-829	OTHER	0.019505	0.104866	0.003867	0.871762	
megahit_22953_25-474	OTHER	0.020159	0.002771	0.001040	0.976029	
megahit_23086_2-535	OTHER	0.005604	0.000543	0.001573	0.992280	
megahit_23096_2-217	OTHER	0.003567	0.003340	0.002672	0.990421	
megahit_23117_1-1041	OTHER	0.024091	0.012693	0.002309	0.960906	
megahit_23135_1-1023	OTHER	0.025002	0.013258	0.003067	0.958672	
megahit_23152_3-884	OTHER	0.006959	0.003045	0.021732	0.968264	
megahit_23215_622-2694	SP(Sec/SPI)	0.995178	0.000787	0.003559	0.000476	CS pos: 23-24. TLA-QN. Pr: 0.9507
megahit_23219_3-257	OTHER	0.017582	0.001861	0.002223	0.978334	
megahit_23249_51-314	OTHER	0.015975	0.002831	0.002110	0.979084	
megahit_23285_450-4145	LIPO(Sec/SPII)	0.017888	0.001278	0.667433	0.313401	CS pos: 10-11. LTA-CD. Pr: 0.6738
megahit_23286_196-4146	LIPO(Sec/SPII)	0.017888	0.001278	0.667433	0.313401	CS pos: 10-11. LTA-CD. Pr: 0.6738
megahit_23340_228-584	OTHER	0.009237	0.007986	0.000697	0.982080	
megahit_23358_128-766	OTHER	0.024811	0.013479	0.010482	0.951228	
megahit_23361_1-1239	OTHER	0.002386	0.000099	0.005600	0.991916	
megahit_23366_971-1564	SP(Sec/SPI)	0.998314	0.000217	0.001057	0.000412	CS pos: 21-22. ALA-KE. Pr: 0.9848
megahit_23390_343-690	OTHER	0.002608	0.001441	0.000422	0.995528	
megahit_23391_170-517	OTHER	0.002608	0.001441	0.000422	0.995528	
megahit_23396_1-144	OTHER	0.011471	0.005141	0.002002	0.981387	
megahit_23397_1-252	OTHER	0.004171	0.008444	0.000527	0.986857	
megahit_23426_3-404	OTHER	0.033963	0.001970	0.006021	0.958046	
megahit_23426_394-786	OTHER	0.004073	0.000109	0.005167	0.990651	
megahit_23426_810-3884	OTHER	0.036985	0.016913	0.047569	0.898534	
megahit_23429_3-2069	OTHER	0.001577	0.000761	0.000277	0.997384	
megahit_23492_3-230	OTHER	0.002909	0.000809	0.000327	0.995955	
megahit_23492_451-816	LIPO(Sec/SPII)	0.004582	0.000071	0.994797	0.000549	CS pos: 18-19. LSG-CV. Pr: 0.9955
megahit_23512_76-825	SP(Sec/SPI)	0.969905	0.000464	0.028506	0.001126	CS pos: 23-24. TTA-QN. Pr: 0.8172
megahit_23525_1-201	OTHER	0.003329	0.000773	0.000447	0.995451	
megahit_23616_3-2216	SP(Sec/SPI)	0.709784	0.086478	0.065314	0.138423	CS pos: 34-35. VEA-TQ. Pr: 0.4294
megahit_23617_3-2216	SP(Sec/SPI)	0.709784	0.086478	0.065314	0.138423	CS pos: 34-35. VEA-TQ. Pr: 0.4294
megahit_23661_34-393	OTHER	0.006975	0.000911	0.002272	0.989842	
megahit_23664_2-232	OTHER	0.020014	0.008792	0.002426	0.968768	
megahit_23665_855-1802	OTHER	0.003017	0.001063	0.000421	0.995499	
megahit_23670_149-1147	OTHER	0.004821	0.001930	0.000803	0.992446	
megahit_23682_1-678	SP(Sec/SPI)	0.977697	0.002834	0.013125	0.006345	CS pos: 27-28. VLA-IP. Pr: 0.9396
megahit_23683_1-678	SP(Sec/SPI)	0.983681	0.001423	0.011931	0.002965	CS pos: 27-28. VLA-IP. Pr: 0.9519
megahit_23722_76-720	OTHER	0.192938	0.002008	0.007211	0.797843	
megahit_23723_1-255	OTHER	0.006956	0.008701	0.000875	0.983468	
megahit_23753_151-831	OTHER	0.103851	0.010588	0.046600	0.838961	
megahit_23753_1204-1371	OTHER	0.215110	0.119927	0.019672	0.645291	
megahit_23767_45-1013	OTHER	0.017209	0.045270	0.002436	0.935085	
megahit_23878_29-421	OTHER	0.010275	0.043174	0.001528	0.945023	
megahit_23884_3-2468	OTHER	0.121653	0.007276	0.093375	0.777696	
megahit_23907_2-934	OTHER	0.062083	0.008699	0.031749	0.897470	
megahit_23907_958-1200	OTHER	0.007394	0.001135	0.001872	0.989599	
megahit_23907_1605-2300	SP(Sec/SPI)	0.996912	0.000795	0.001170	0.001123	CS pos: 27-28. AHA-DT. Pr: 0.9918
megahit_23907_2304-2762	SP(Sec/SPI)	0.513571	0.008761	0.073409	0.404259	CS pos: 25-26. GLA-LN. Pr: 0.2209
megahit_23908_2-646	OTHER	0.002452	0.000824	0.000318	0.996406	
megahit_23908_643-1296	OTHER	0.030513	0.002283	0.001881	0.965323	
megahit_23908_1316-2578	OTHER	0.062083	0.008699	0.031749	0.897470	
megahit_23908_2602-2844	OTHER	0.007394	0.001135	0.001872	0.989599	
megahit_23908_3948-4406	SP(Sec/SPI)	0.513571	0.008761	0.073409	0.404259	CS pos: 25-26. GLA-LN. Pr: 0.2209
megahit_23908_5187-5999	OTHER	0.004317	0.002917	0.000639	0.992127	
megahit_23909_969-1781	OTHER	0.004317	0.002917	0.000639	0.992127	
megahit_23909_1985-2938	OTHER	0.090721	0.002960	0.011668	0.894650	
megahit_23910_585-1892	OTHER	0.002452	0.000824	0.000318	0.996406	
megahit_23910_2562-3824	OTHER	0.062083	0.008699	0.031749	0.897470	
megahit_23910_3848-4090	OTHER	0.007394	0.001135	0.001872	0.989599	
megahit_23910_5194-5652	SP(Sec/SPI)	0.513571	0.008761	0.073409	0.404259	CS pos: 25-26. GLA-LN. Pr: 0.2209
megahit_23910_6433-7245	OTHER	0.004317	0.002917	0.000639	0.992127	
megahit_23910_7449-8402	OTHER	0.090721	0.002960	0.011668	0.894650	
megahit_23911_2852-4105	OTHER	0.015413	0.008816	0.001109	0.974662	
megahit_23975_2-1636	SP(Sec/SPI)	0.977621	0.000350	0.017101	0.004928	CS pos: 17-18. AVA-QR. Pr: 0.8148
megahit_23978_3-644	OTHER	0.010668	0.003954	0.000934	0.984444	
megahit_24032_749-1642	OTHER	0.002197	0.003004	0.000350	0.994449	
megahit_24048_2-1447	SP(Sec/SPI)	0.883848	0.000745	0.114427	0.000980	CS pos: 23-24. AQS-SN. Pr: 0.4526
megahit_24137_2-748	OTHER	0.004996	0.006046	0.000872	0.988086	
megahit_24138_2-748	OTHER	0.004996	0.006046	0.000872	0.988086	
megahit_24178_126-557	OTHER	0.062571	0.001124	0.016551	0.919755	
megahit_24201_1-1164	OTHER	0.012818	0.012471	0.002257	0.972454	
megahit_24201_1331-2224	SP(Sec/SPI)	0.877757	0.009569	0.037719	0.074955	CS pos: 40-41. VNA-QS. Pr: 0.7547
megahit_24201_5156-6913	OTHER	0.159370	0.004519	0.006507	0.829603	
megahit_24201_6891-8591	SP(Sec/SPI)	0.985819	0.004834	0.003151	0.006196	CS pos: 27-28. AVA-EE. Pr: 0.9469
megahit_24203_1-1164	OTHER	0.012818	0.012471	0.002257	0.972454	
megahit_24203_1331-2224	SP(Sec/SPI)	0.877757	0.009569	0.037719	0.074955	CS pos: 40-41. VNA-QS. Pr: 0.7547
megahit_24203_2256-2672	OTHER	0.017346	0.000642	0.013789	0.968222	
megahit_24203_5156-6913	OTHER	0.159370	0.004519	0.006507	0.829603	
megahit_24203_6891-8669	SP(Sec/SPI)	0.985819	0.004834	0.003151	0.006196	CS pos: 27-28. AVA-EE. Pr: 0.9469
megahit_24204_1-1164	OTHER	0.012818	0.012471	0.002257	0.972454	
megahit_24204_1331-2224	SP(Sec/SPI)	0.877757	0.009569	0.037719	0.074955	CS pos: 40-41. VNA-QS. Pr: 0.7547
megahit_24204_5156-6913	OTHER	0.159370	0.004519	0.006507	0.829603	
megahit_24204_6891-8591	SP(Sec/SPI)	0.985819	0.004834	0.003151	0.006196	CS pos: 27-28. AVA-EE. Pr: 0.9469
megahit_24205_1-1164	OTHER	0.012818	0.012471	0.002257	0.972454	
megahit_24205_1331-2224	SP(Sec/SPI)	0.877757	0.009569	0.037719	0.074955	CS pos: 40-41. VNA-QS. Pr: 0.7547
megahit_24205_5156-6913	OTHER	0.159370	0.004519	0.006507	0.829603	
megahit_24205_6891-8669	SP(Sec/SPI)	0.985819	0.004834	0.003151	0.006196	CS pos: 27-28. AVA-EE. Pr: 0.9469
megahit_24206_1-1164	OTHER	0.012818	0.012471	0.002257	0.972454	
megahit_24207_1-1164	OTHER	0.012818	0.012471	0.002257	0.972454	
megahit_24207_1349-2062	SP(Sec/SPI)	0.933401	0.006082	0.036161	0.024356	CS pos: 34-35. VNA-QS. Pr: 0.8060
megahit_24207_2675-3901	SP(Sec/SPI)	0.988936	0.002149	0.004761	0.004155	CS pos: 24-25. AIA-QS. Pr: 0.8799
megahit_24209_1-1164	OTHER	0.012818	0.012471	0.002257	0.972454	
megahit_24209_1331-2224	SP(Sec/SPI)	0.877757	0.009569	0.037719	0.074955	CS pos: 40-41. VNA-QS. Pr: 0.7547
megahit_24209_2256-2672	OTHER	0.017346	0.000642	0.013789	0.968222	
megahit_24209_2676-3929	SP(Sec/SPI)	0.988936	0.002149	0.004761	0.004155	CS pos: 24-25. AIA-QS. Pr: 0.8799
megahit_24244_3-248	OTHER	0.020962	0.025151	0.006119	0.947768	
megahit_24254_195-698	SP(Sec/SPI)	0.997203	0.000205	0.002218	0.000374	CS pos: 19-20. AAA-QS. Pr: 0.7177
megahit_24364_2-313	OTHER	0.003332	0.025667	0.000366	0.970635	
megahit_24364_2359-4005	OTHER	0.001267	0.000089	0.001621	0.997024	
megahit_24364_4045-5205	OTHER	0.003949	0.003459	0.000615	0.991977	
megahit_24365_15-647	OTHER	0.003389	0.001570	0.000663	0.994379	
megahit_24367_73-507	OTHER	0.000321	0.000115	0.000565	0.999000	
megahit_24367_513-2159	OTHER	0.001267	0.000089	0.001621	0.997024	
megahit_24367_2199-3326	OTHER	0.003389	0.001570	0.000663	0.994379	
megahit_24370_1-345	OTHER	0.001646	0.000374	0.000290	0.997689	
megahit_24415_406-1488	TAT(Tat/SPI)	0.000384	0.999261	0.000123	0.000231	CS pos: 28-29. AYA-QG. Pr: 0.9301
megahit_24423_1-1623	OTHER	0.002445	0.000979	0.001318	0.995258	
megahit_24423_1754-2029	OTHER	0.065143	0.059918	0.003800	0.871139	
megahit_24424_1510-1782	OTHER	0.052281	0.033321	0.003944	0.910455	
megahit_24449_2-691	OTHER	0.003898	0.000570	0.000375	0.995158	
megahit_24450_3-1061	OTHER	0.003325	0.000272	0.000452	0.995952	
megahit_24532_1-1125	OTHER	0.006855	0.000233	0.010591	0.982321	
megahit_24537_3-332	OTHER	0.073631	0.023636	0.003876	0.898857	
megahit_24576_2-496	OTHER	0.002941	0.000985	0.000464	0.995609	
megahit_24664_159-263	OTHER	0.046212	0.002645	0.024679	0.926464	
megahit_24691_1-612	OTHER	0.070759	0.003112	0.003928	0.922201	
megahit_24753_204-485	OTHER	0.004439	0.004911	0.000585	0.990066	
megahit_24755_204-485	OTHER	0.004439	0.004911	0.000585	0.990066	
megahit_24824_22-951	LIPO(Sec/SPII)	0.008112	0.000220	0.986278	0.005390	CS pos: 12-13. MVA-CG. Pr: 0.9869
megahit_24843_2-820	SP(Sec/SPI)	0.986163	0.001146	0.011740	0.000951	CS pos: 21-22. ASA-EK. Pr: 0.7846
megahit_24966_1-2295	LIPO(Sec/SPII)	0.283014	0.012983	0.359451	0.344552	CS pos: 32-33. LIG-QT. Pr: 0.3555
megahit_24967_2-1978	LIPO(Sec/SPII)	0.283014	0.012983	0.359451	0.344552	CS pos: 32-33. LIG-QT. Pr: 0.3555
megahit_24995_1-798	OTHER	0.023963	0.002253	0.002206	0.971578	
megahit_25078_309-893	OTHER	0.001858	0.000376	0.000523	0.997244	
megahit_25144_245-1207	OTHER	0.093291	0.001513	0.005252	0.899944	
megahit_25145_246-1208	OTHER	0.093291	0.001513	0.005252	0.899944	
megahit_25278_1-438	OTHER	0.009467	0.037303	0.001803	0.951426	
megahit_25298_222-755	OTHER	0.098915	0.000536	0.162732	0.737817	
megahit_25310_473-1063	OTHER	0.008288	0.033138	0.002287	0.956287	
megahit_25384_3-956	OTHER	0.002282	0.001337	0.000461	0.995921	
megahit_25416_78-1568	OTHER	0.023970	0.006811	0.001135	0.968083	
megahit_25416_1670-2872	TAT(Tat/SPI)	0.000957	0.998056	0.000199	0.000788	CS pos: 50-51. AYA-DT. Pr: 0.8629
megahit_25441_3-686	OTHER	0.008000	0.037814	0.002912	0.951273	
