# SignalP-5.0	Organism: Gram-negative	Timestamp: 20230503165355
# ID	Prediction	SP(Sec/SPI)	TAT(Tat/SPI)	LIPO(Sec/SPII)	OTHER	CS Position
megahit_176116_1-330	LIPO(Sec/SPII)	0.000717	0.000105	0.998945	0.000234	CS pos: 20-21. MMA-CS. Pr: 0.9995
megahit_176186_34-1197	OTHER	0.014381	0.004366	0.005786	0.975466	
megahit_176186_1383-2414	OTHER	0.002898	0.001619	0.000462	0.995020	
megahit_176186_2522-3373	OTHER	0.039795	0.001869	0.003834	0.954503	
megahit_176186_3545-4669	OTHER	0.007962	0.026936	0.002998	0.962104	
megahit_176187_168-1370	OTHER	0.141677	0.009699	0.008572	0.840052	
megahit_176187_1626-2111	OTHER	0.006581	0.000410	0.000385	0.992624	
megahit_176187_2222-2404	OTHER	0.012222	0.025300	0.004247	0.958230	
megahit_176187_2504-3079	OTHER	0.002394	0.007695	0.000288	0.989624	
megahit_176187_3142-3579	OTHER	0.004853	0.043736	0.001098	0.950312	
megahit_176187_3519-4736	OTHER	0.011608	0.006963	0.001000	0.980429	
megahit_176188_186-671	OTHER	0.006581	0.000410	0.000385	0.992624	
megahit_176188_782-964	OTHER	0.012222	0.025300	0.004247	0.958230	
megahit_176188_1064-1639	OTHER	0.002394	0.007695	0.000288	0.989624	
megahit_176188_1702-3297	OTHER	0.011608	0.006963	0.001000	0.980429	
megahit_176189_168-668	OTHER	0.019112	0.048292	0.004589	0.928007	
megahit_176201_1-843	OTHER	0.002213	0.000744	0.000322	0.996721	
megahit_176202_2-856	OTHER	0.001980	0.000597	0.000290	0.997133	
megahit_176203_1-843	OTHER	0.001907	0.000710	0.000257	0.997125	
megahit_176204_3-404	OTHER	0.019938	0.009283	0.001563	0.969215	
megahit_176206_2-655	OTHER	0.004563	0.008937	0.000822	0.985678	
megahit_176233_65-544	OTHER	0.015322	0.005905	0.002840	0.975934	
megahit_176565_1-681	OTHER	0.014929	0.002252	0.002831	0.979988	
megahit_176570_1759-2883	OTHER	0.008396	0.000557	0.001140	0.989907	
megahit_176572_73-312	OTHER	0.000971	0.000305	0.000622	0.998102	
megahit_176581_1-465	OTHER	0.000998	0.000198	0.002233	0.996571	
megahit_176600_381-1064	LIPO(Sec/SPII)	0.052158	0.002522	0.920387	0.024933	CS pos: 35-36. LTA-CA. Pr: 0.9219
megahit_176621_56-967	OTHER	0.006988	0.001464	0.001287	0.990261	
megahit_176652_150-809	OTHER	0.264166	0.000980	0.097901	0.636953	
megahit_176734_66-404	LIPO(Sec/SPII)	0.305920	0.000599	0.643786	0.049695	CS pos: 16-17. LSA-SF. Pr: 0.4967
megahit_177006_1-756	OTHER	0.090796	0.001606	0.003794	0.903805	
megahit_177167_1-1230	OTHER	0.004774	0.001733	0.000940	0.992553	
megahit_177179_3-2555	OTHER	0.409092	0.071882	0.021030	0.497996	
megahit_177209_1-1032	OTHER	0.035761	0.031330	0.006457	0.926453	
megahit_177210_48-353	OTHER	0.035761	0.031330	0.006457	0.926453	
megahit_177211_78-455	OTHER	0.035761	0.031330	0.006457	0.926453	
megahit_177238_2-412	OTHER	0.134353	0.011412	0.003301	0.850934	
megahit_177274_487-1473	OTHER	0.005501	0.023119	0.001202	0.970178	
megahit_177274_1522-2142	OTHER	0.007652	0.016102	0.005251	0.970994	
megahit_177311_2-568	OTHER	0.303677	0.033293	0.025007	0.638024	
megahit_177312_18-554	OTHER	0.224684	0.003014	0.043526	0.728776	
megahit_177330_1-627	OTHER	0.012041	0.004923	0.002482	0.980554	
megahit_177344_1-825	OTHER	0.056616	0.004166	0.001567	0.937651	
megahit_177345_5632-6960	OTHER	0.005083	0.002968	0.000735	0.991215	
megahit_177386_62-793	SP(Sec/SPI)	0.990199	0.007317	0.001653	0.000830	CS pos: 25-26. ASA-AT. Pr: 0.9647
megahit_177397_318-926	OTHER	0.003647	0.034248	0.000395	0.961711	
megahit_177450_2-211	OTHER	0.004556	0.001151	0.000955	0.993338	
megahit_177488_27-812	OTHER	0.004505	0.000680	0.001390	0.993425	
megahit_177506_2-1066	OTHER	0.000826	0.000231	0.000151	0.998791	
megahit_177573_1-273	OTHER	0.010354	0.000334	0.001602	0.987710	
megahit_177623_94-669	OTHER	0.027737	0.001838	0.015529	0.954897	
megahit_177624_108-374	OTHER	0.017976	0.001420	0.027255	0.953349	
megahit_177629_2-1045	OTHER	0.112010	0.118684	0.014335	0.754972	
megahit_177630_2-1045	OTHER	0.112010	0.118684	0.014335	0.754972	
megahit_177646_2-316	OTHER	0.037075	0.003512	0.000523	0.958890	
megahit_177652_1-1170	OTHER	0.033264	0.011452	0.000148	0.955136	
megahit_177689_1-720	OTHER	0.054896	0.005417	0.062635	0.877051	
megahit_177690_1-1071	OTHER	0.056614	0.006571	0.057371	0.879444	
megahit_177691_1-822	OTHER	0.005140	0.006511	0.001663	0.986686	
megahit_177707_1-783	OTHER	0.120898	0.007355	0.007973	0.863774	
megahit_177715_2-457	OTHER	0.004727	0.000445	0.001192	0.993636	
megahit_177961_2-799	OTHER	0.400390	0.016859	0.017081	0.565670	
megahit_178024_2-667	OTHER	0.011480	0.001201	0.002674	0.984645	
megahit_178051_1-576	SP(Sec/SPI)	0.994908	0.001208	0.001969	0.001915	CS pos: 17-18. VFA-QN. Pr: 0.9867
megahit_178067_1-2610	OTHER	0.005456	0.000870	0.001345	0.992328	
megahit_178093_2-931	OTHER	0.007536	0.001974	0.001281	0.989209	
megahit_178093_1043-2086	OTHER	0.033940	0.001419	0.033632	0.931008	
megahit_178094_2-538	OTHER	0.001604	0.000074	0.000206	0.998115	
megahit_178094_1448-2242	OTHER	0.010545	0.000932	0.001792	0.986731	
megahit_178095_144-605	OTHER	0.010545	0.000932	0.001792	0.986731	
megahit_178110_1-912	SP(Sec/SPI)	0.423002	0.001981	0.197999	0.377018	CS pos: 29-30. ISA-RK. Pr: 0.2355
megahit_178111_6961-7269	OTHER	0.055545	0.003971	0.006907	0.933576	
megahit_178115_116-1351	OTHER	0.128844	0.000715	0.285433	0.585008	
megahit_178115_1734-2042	OTHER	0.080051	0.003781	0.005636	0.910532	
megahit_178117_111-419	OTHER	0.041566	0.003518	0.004661	0.950256	
megahit_178172_291-1730	OTHER	0.002722	0.000260	0.006643	0.990375	
megahit_178173_291-1730	OTHER	0.002722	0.000260	0.006643	0.990375	
megahit_178173_1738-2592	OTHER	0.154385	0.003430	0.029222	0.812963	
megahit_178173_3056-5254	OTHER	0.009414	0.006497	0.000814	0.983275	
megahit_178174_291-1730	OTHER	0.002722	0.000260	0.006643	0.990375	
megahit_178174_1738-2706	OTHER	0.021930	0.036138	0.005855	0.936077	
megahit_178174_3056-5239	OTHER	0.003726	0.002695	0.000481	0.993097	
megahit_178186_1-1251	OTHER	0.005403	0.000441	0.000760	0.993396	
megahit_178201_1-612	OTHER	0.003423	0.003457	0.000794	0.992326	
megahit_178234_2-997	SP(Sec/SPI)	0.973630	0.003812	0.007388	0.015170	CS pos: 20-21. LYA-AV. Pr: 0.7477
megahit_178267_1-1434	OTHER	0.423409	0.000614	0.132419	0.443558	
megahit_178268_3-1136	OTHER	0.423409	0.000614	0.132419	0.443558	
megahit_178287_192-1010	OTHER	0.009479	0.001474	0.001351	0.987696	
megahit_178289_433-858	OTHER	0.095952	0.006499	0.005591	0.891958	
megahit_178289_858-1463	OTHER	0.042675	0.001109	0.015080	0.941136	
megahit_178327_1-576	OTHER	0.006575	0.000521	0.002427	0.990477	
megahit_178368_1-240	OTHER	0.002136	0.000285	0.000334	0.997245	
megahit_178405_195-320	OTHER	0.110314	0.041856	0.038444	0.809386	
megahit_178430_2-844	LIPO(Sec/SPII)	0.009684	0.000231	0.989374	0.000711	CS pos: 27-28. LTG-CQ. Pr: 0.9902
megahit_178431_2-910	LIPO(Sec/SPII)	0.009684	0.000231	0.989374	0.000711	CS pos: 27-28. LTG-CQ. Pr: 0.9902
megahit_178431_958-1974	OTHER	0.003932	0.008167	0.000865	0.987035	
megahit_178432_2-910	LIPO(Sec/SPII)	0.009684	0.000231	0.989374	0.000711	CS pos: 27-28. LTG-CQ. Pr: 0.9902
megahit_178432_958-1974	OTHER	0.003932	0.008167	0.000865	0.987035	
megahit_178433_52-669	OTHER	0.003634	0.000177	0.000768	0.995421	
megahit_178443_3-263	OTHER	0.036254	0.003483	0.012853	0.947410	
megahit_178608_3-866	OTHER	0.004941	0.003157	0.000391	0.991511	
megahit_178723_3-242	OTHER	0.006970	0.001515	0.001439	0.990076	
megahit_178724_3-242	OTHER	0.006970	0.001515	0.001439	0.990076	
megahit_178724_423-989	SP(Sec/SPI)	0.997361	0.000686	0.001077	0.000876	CS pos: 22-23. VSA-AK. Pr: 0.9470
megahit_178725_3-242	OTHER	0.006970	0.001515	0.001439	0.990076	
megahit_178726_3-242	OTHER	0.006970	0.001515	0.001439	0.990076	
megahit_178726_423-1835	SP(Sec/SPI)	0.997361	0.000686	0.001077	0.000876	CS pos: 22-23. VSA-AK. Pr: 0.9470
megahit_178907_41-733	OTHER	0.005397	0.005026	0.001550	0.988027	
megahit_178944_3-440	LIPO(Sec/SPII)	0.003508	0.000052	0.996167	0.000273	CS pos: 25-26. LTG-CH. Pr: 0.9922
megahit_178944_893-1882	OTHER	0.236797	0.313044	0.022014	0.428145	
megahit_178946_529-1743	OTHER	0.005567	0.001369	0.000861	0.992203	
megahit_178947_529-1743	OTHER	0.005567	0.001369	0.000861	0.992203	
megahit_178953_1-396	OTHER	0.003019	0.000607	0.000319	0.996056	
megahit_178972_2-703	OTHER	0.005632	0.000613	0.001391	0.992365	
megahit_178973_69-1064	OTHER	0.002615	0.000931	0.000478	0.995975	
megahit_178983_401-748	OTHER	0.014718	0.050905	0.004324	0.930053	
megahit_178999_1-465	OTHER	0.009675	0.005049	0.001652	0.983625	
megahit_179000_2-361	OTHER	0.004999	0.063710	0.000792	0.930498	
megahit_179005_32-730	OTHER	0.006718	0.002269	0.000587	0.990426	
megahit_179019_8100-8921	OTHER	0.013394	0.003466	0.001635	0.981504	
megahit_179050_117-560	SP(Sec/SPI)	0.989800	0.000212	0.008441	0.001547	CS pos: 20-21. SFA-VV. Pr: 0.9322
megahit_179051_117-560	SP(Sec/SPI)	0.990070	0.000224	0.007958	0.001747	CS pos: 20-21. SFA-VV. Pr: 0.9344
megahit_179052_35-1918	SP(Sec/SPI)	0.997981	0.000131	0.000878	0.001010	CS pos: 22-23. SYA-QD. Pr: 0.9939
megahit_179052_1967-3871	SP(Sec/SPI)	0.870980	0.014105	0.002665	0.112250	CS pos: 30-31. IQA-QE. Pr: 0.8687
megahit_179053_93-1934	SP(Sec/SPI)	0.997981	0.000131	0.000878	0.001010	CS pos: 22-23. SYA-QD. Pr: 0.9939
megahit_179053_1983-3887	SP(Sec/SPI)	0.870980	0.014105	0.002665	0.112250	CS pos: 30-31. IQA-QE. Pr: 0.8687
megahit_179064_57-1007	OTHER	0.003982	0.001286	0.000655	0.994076	
megahit_179065_133-933	OTHER	0.037394	0.386257	0.008157	0.568192	
megahit_179066_145-1080	OTHER	0.063446	0.389131	0.012921	0.534503	
megahit_179066_1192-2937	OTHER	0.031411	0.017907	0.005176	0.945506	
megahit_179085_1-369	OTHER	0.004713	0.001382	0.001298	0.992607	
megahit_179106_1-1062	OTHER	0.007554	0.001771	0.000920	0.989755	
megahit_179107_59-778	OTHER	0.011514	0.000665	0.001226	0.986594	
megahit_179108_59-1078	OTHER	0.011514	0.000665	0.001226	0.986594	
megahit_179111_1-306	OTHER	0.011877	0.006108	0.004371	0.977643	
megahit_179111_306-626	OTHER	0.004208	0.008776	0.000601	0.986414	
megahit_179111_856-1125	OTHER	0.003977	0.002726	0.001857	0.991440	
megahit_179111_1167-1535	OTHER	0.004355	0.001995	0.001180	0.992471	
megahit_179111_1547-1870	OTHER	0.003704	0.001124	0.001311	0.993862	
megahit_179111_1888-2430	OTHER	0.000958	0.000336	0.000182	0.998523	
megahit_179111_2441-2626	OTHER	0.035306	0.032242	0.015468	0.916983	
megahit_179111_3126-3662	OTHER	0.032006	0.003081	0.021437	0.943475	
megahit_179111_3672-4040	OTHER	0.021155	0.007090	0.004227	0.967529	
megahit_179112_708-1031	OTHER	0.003704	0.001124	0.001311	0.993862	
megahit_179112_1049-1591	OTHER	0.000958	0.000336	0.000182	0.998523	
megahit_179112_1602-1787	OTHER	0.035306	0.032242	0.015468	0.916983	
megahit_179112_2287-2823	OTHER	0.032006	0.003081	0.021437	0.943475	
megahit_179112_2833-3201	OTHER	0.021155	0.007090	0.004227	0.967529	
megahit_179180_170-439	OTHER	0.018023	0.034547	0.003311	0.944118	
megahit_179218_3-377	OTHER	0.004171	0.000994	0.000871	0.993964	
megahit_179227_45-1715	OTHER	0.025016	0.046611	0.001448	0.926925	
megahit_179228_45-1640	OTHER	0.025016	0.046611	0.001448	0.926925	
megahit_179229_1726-2172	OTHER	0.001935	0.000419	0.000248	0.997398	
megahit_179231_45-1640	OTHER	0.025016	0.046611	0.001448	0.926925	
megahit_179298_67-417	SP(Sec/SPI)	0.996137	0.000676	0.002804	0.000382	CS pos: 25-26. AMA-GG. Pr: 0.5588
megahit_179300_67-1080	SP(Sec/SPI)	0.996137	0.000676	0.002804	0.000382	CS pos: 25-26. AMA-GG. Pr: 0.5588
megahit_179330_2-472	OTHER	0.004806	0.011819	0.084084	0.899292	
megahit_179340_664-1404	OTHER	0.007046	0.002836	0.001140	0.988978	
megahit_179361_1472-2128	LIPO(Sec/SPII)	0.005920	0.000080	0.993521	0.000479	CS pos: 20-21. IGG-CA. Pr: 0.9914
megahit_179410_185-724	OTHER	0.024646	0.003873	0.002895	0.968586	
megahit_179411_759-1517	OTHER	0.002338	0.002147	0.000729	0.994786	
megahit_179433_911-1945	SP(Sec/SPI)	0.787539	0.181788	0.021349	0.009323	CS pos: 27-28. AQA-QS. Pr: 0.8778
megahit_179442_351-1484	OTHER	0.006966	0.000386	0.001036	0.991612	
megahit_179455_3-1070	OTHER	0.002632	0.002461	0.000641	0.994265	
megahit_179456_3-1070	OTHER	0.002632	0.002461	0.000641	0.994265	
megahit_179612_1-825	OTHER	0.030650	0.002498	0.000707	0.966145	
megahit_179644_3-266	OTHER	0.043709	0.024127	0.003001	0.929162	
megahit_179651_3592-3756	OTHER	0.014038	0.013593	0.007012	0.965358	
megahit_179652_60-257	OTHER	0.010930	0.000619	0.002477	0.985973	
megahit_179653_15287-15496	OTHER	0.009195	0.000534	0.001704	0.988567	
megahit_179658_41-1390	OTHER	0.134483	0.061382	0.024346	0.779788	
megahit_179696_47-862	SP(Sec/SPI)	0.997429	0.000572	0.001588	0.000411	CS pos: 22-23. ASA-DA. Pr: 0.8184
megahit_179715_1-618	OTHER	0.009154	0.031229	0.000762	0.958854	
megahit_179732_2-730	OTHER	0.015866	0.016435	0.001372	0.966327	
megahit_179733_2-730	OTHER	0.015866	0.016435	0.001372	0.966327	
megahit_179739_411-791	OTHER	0.027907	0.018107	0.002538	0.951448	
megahit_179745_1-195	OTHER	0.020512	0.007765	0.001447	0.970276	
megahit_179752_156-1004	OTHER	0.066986	0.016475	0.004151	0.912388	
megahit_179760_718-1884	OTHER	0.003047	0.004688	0.000338	0.991927	
megahit_179760_1900-2928	OTHER	0.021793	0.004314	0.000608	0.973285	
megahit_179760_4067-5395	SP(Sec/SPI)	0.841395	0.004498	0.076288	0.077818	CS pos: 15-16. VSA-AS. Pr: 0.3518
megahit_179760_5458-6111	OTHER	0.002811	0.000562	0.000391	0.996235	
megahit_179761_718-1884	OTHER	0.003047	0.004688	0.000338	0.991927	
megahit_179761_1900-2928	OTHER	0.021793	0.004314	0.000608	0.973285	
megahit_179761_2928-3962	OTHER	0.026936	0.004051	0.003768	0.965244	
megahit_179761_4067-5410	SP(Sec/SPI)	0.977636	0.000526	0.020757	0.001081	CS pos: 20-21. VSA-AS. Pr: 0.7444
megahit_179761_5458-6111	OTHER	0.002811	0.000562	0.000391	0.996235	
megahit_179797_1374-1664	OTHER	0.002905	0.003658	0.000409	0.993028	
megahit_179802_1146-2690	OTHER	0.009245	0.008813	0.000342	0.981600	
megahit_179955_1-105	OTHER	0.038321	0.039732	0.017414	0.904533	
megahit_179955_118-450	OTHER	0.002146	0.001387	0.000410	0.996057	
megahit_180002_1-822	OTHER	0.003322	0.000192	0.000656	0.995829	
megahit_180002_832-1416	OTHER	0.001544	0.000182	0.000479	0.997795	
megahit_180037_558-1367	OTHER	0.053112	0.000510	0.013895	0.932483	
megahit_180038_2-811	OTHER	0.053112	0.000510	0.013895	0.932483	
megahit_180040_1-324	LIPO(Sec/SPII)	0.101818	0.000415	0.874595	0.023172	CS pos: 11-12. MLS-CN. Pr: 0.8700
megahit_180047_5622-6026	OTHER	0.021931	0.037590	0.001550	0.938930	
megahit_180049_2337-4115	OTHER	0.021531	0.004944	0.002891	0.970635	
megahit_180075_1-429	OTHER	0.007085	0.019084	0.001359	0.972471	
megahit_180102_1-279	OTHER	0.008063	0.001568	0.000532	0.989837	
megahit_180138_3-293	OTHER	0.001224	0.000222	0.000930	0.997624	
megahit_180138_309-710	OTHER	0.093535	0.003971	0.015502	0.886992	
megahit_180163_159-329	OTHER	0.050974	0.099702	0.016000	0.833324	
megahit_180163_333-590	OTHER	0.002459	0.006670	0.000381	0.990491	
megahit_180164_113-637	OTHER	0.013964	0.001571	0.003025	0.981440	
megahit_180164_641-811	OTHER	0.037536	0.051098	0.012968	0.898398	
megahit_180165_113-1351	SP(Sec/SPI)	0.678195	0.049338	0.065196	0.207271	CS pos: 21-22. LNS-ED. Pr: 0.4773
megahit_180166_159-329	OTHER	0.050974	0.099702	0.016000	0.833324	
megahit_180166_333-857	OTHER	0.013964	0.001571	0.003025	0.981440	
megahit_180168_113-1351	SP(Sec/SPI)	0.678195	0.049338	0.065196	0.207271	CS pos: 21-22. LNS-ED. Pr: 0.4773
megahit_180169_1118-2083	OTHER	0.019510	0.008744	0.000988	0.970758	
megahit_180171_1-192	OTHER	0.017499	0.013535	0.004895	0.964071	
megahit_180183_1271-2149	OTHER	0.008097	0.000359	0.000683	0.990862	
megahit_180260_1746-1970	OTHER	0.000718	0.001139	0.000131	0.998012	
megahit_180261_127-1752	SP(Sec/SPI)	0.527970	0.000265	0.465920	0.005846	CS pos: 20-21. GSA-QT. Pr: 0.4724
megahit_180261_1745-1969	OTHER	0.000718	0.001139	0.000131	0.998012	
megahit_180320_801-1463	OTHER	0.239567	0.003939	0.050453	0.706041	
megahit_180328_3-254	OTHER	0.004564	0.001925	0.000593	0.992918	
megahit_180363_235-1164	OTHER	0.003539	0.001979	0.000268	0.994214	
megahit_180365_1-1074	SP(Sec/SPI)	0.667199	0.003449	0.181312	0.148040	CS pos: 19-20. CLG-GE. Pr: 0.4626
megahit_180367_1-1092	SP(Sec/SPI)	0.667199	0.003449	0.181312	0.148040	CS pos: 19-20. CLG-GE. Pr: 0.4626
megahit_180369_353-991	OTHER	0.002525	0.009261	0.000246	0.987969	
megahit_180370_359-997	OTHER	0.002525	0.009261	0.000246	0.987969	
megahit_180385_1-3000	SP(Sec/SPI)	0.853011	0.000231	0.144032	0.002725	CS pos: 18-19. SLT-AQ. Pr: 0.4131
megahit_180386_1-2061	SP(Sec/SPI)	0.853011	0.000231	0.144032	0.002725	CS pos: 18-19. SLT-AQ. Pr: 0.4131
megahit_180393_2-346	OTHER	0.055280	0.001744	0.012105	0.930870	
megahit_180393_390-758	OTHER	0.006412	0.033939	0.002003	0.957646	
megahit_180429_462-1487	OTHER	0.084286	0.054280	0.010453	0.850981	
megahit_180430_462-3218	OTHER	0.084286	0.054280	0.010453	0.850981	
megahit_180430_3801-4499	OTHER	0.034741	0.019911	0.005477	0.939871	
megahit_180432_1-2805	OTHER	0.076348	0.042878	0.037983	0.842792	
megahit_180432_3385-4083	OTHER	0.034741	0.019911	0.005477	0.939871	
megahit_180440_3-290	OTHER	0.008732	0.003087	0.002765	0.985416	
megahit_180454_1-429	OTHER	0.074202	0.001449	0.008047	0.916301	
megahit_180454_688-1734	OTHER	0.155791	0.001056	0.010006	0.833147	
megahit_180454_1787-2503	OTHER	0.016469	0.012598	0.022249	0.948683	
megahit_180454_2565-3449	OTHER	0.033366	0.005813	0.011490	0.949331	
megahit_180455_389-1435	OTHER	0.155791	0.001056	0.010006	0.833147	
megahit_180455_1488-2204	OTHER	0.016469	0.012598	0.022249	0.948683	
megahit_180455_2266-3150	OTHER	0.033366	0.005813	0.011490	0.949331	
megahit_180520_3-380	OTHER	0.006722	0.042872	0.002186	0.948220	
megahit_180529_671-1519	OTHER	0.026046	0.005621	0.002236	0.966097	
megahit_180533_67-273	SP(Sec/SPI)	0.978971	0.001084	0.010068	0.009877	CS pos: 20-21. AQA-SG. Pr: 0.9249
megahit_180562_416-1654	OTHER	0.440245	0.019434	0.005894	0.534427	
megahit_180566_1-996	OTHER	0.030732	0.002951	0.004783	0.961535	
megahit_180665_2-1192	OTHER	0.064479	0.005466	0.008388	0.921667	
megahit_180672_351-590	OTHER	0.003720	0.004360	0.000585	0.991335	
megahit_180708_75-899	OTHER	0.008874	0.002139	0.001418	0.987569	
megahit_180718_2-1204	OTHER	0.066361	0.010126	0.008850	0.914663	
megahit_180733_61-807	OTHER	0.007657	0.013244	0.001475	0.977625	
megahit_180737_37-1089	OTHER	0.077713	0.001831	0.019399	0.901057	
megahit_180784_16-423	OTHER	0.008488	0.004306	0.000925	0.986281	
megahit_180795_3-1079	OTHER	0.003494	0.000168	0.000617	0.995721	
megahit_180802_1-654	OTHER	0.002561	0.001071	0.000572	0.995796	
megahit_180807_1-1029	OTHER	0.091268	0.003255	0.002374	0.903102	
megahit_180865_1-444	OTHER	0.004436	0.000458	0.000683	0.994424	
megahit_180866_2-1255	OTHER	0.003992	0.001648	0.000735	0.993625	
megahit_180879_3-455	OTHER	0.003624	0.000340	0.000836	0.995199	
megahit_180880_1-1152	OTHER	0.031820	0.013447	0.002526	0.952206	
megahit_180881_1-342	OTHER	0.031820	0.013447	0.002526	0.952206	
megahit_180883_858-1445	OTHER	0.134873	0.003079	0.029777	0.832271	
megahit_180884_858-1445	OTHER	0.134873	0.003079	0.029777	0.832271	
megahit_180884_1442-2470	OTHER	0.004703	0.000557	0.001477	0.993264	
megahit_180945_2-544	OTHER	0.007481	0.031383	0.001329	0.959807	
megahit_180987_711-1538	OTHER	0.005653	0.000399	0.000573	0.993376	
megahit_181018_102-653	OTHER	0.006775	0.000644	0.000499	0.992081	
megahit_181049_2-412	SP(Sec/SPI)	0.900851	0.006098	0.006426	0.086626	CS pos: 15-16. VLA-QE. Pr: 0.8503
megahit_181059_1-558	OTHER	0.011656	0.001351	0.002097	0.984897	
megahit_181155_3-1709	OTHER	0.137610	0.000386	0.104543	0.757461	
megahit_181156_3-1709	OTHER	0.137610	0.000386	0.104543	0.757461	
megahit_181156_1749-2582	OTHER	0.010109	0.004099	0.001978	0.983814	
megahit_181221_29-679	LIPO(Sec/SPII)	0.035325	0.024934	0.582792	0.356949	CS pos: 25-26. GHG-CH. Pr: 0.5906
megahit_181223_2-346	OTHER	0.024714	0.002564	0.002893	0.969829	
megahit_181224_3-338	OTHER	0.003171	0.001154	0.000414	0.995261	
megahit_181242_33-395	OTHER	0.041141	0.013001	0.009730	0.936128	
megahit_181243_1-339	OTHER	0.005414	0.000613	0.000907	0.993066	
megahit_181243_378-818	OTHER	0.010500	0.003254	0.000709	0.985537	
megahit_181243_898-1260	OTHER	0.041141	0.013001	0.009730	0.936128	
megahit_181245_33-395	OTHER	0.039364	0.007942	0.007757	0.944937	
megahit_181287_1260-1694	OTHER	0.003905	0.005745	0.000334	0.990015	
megahit_181287_5183-6061	OTHER	0.021703	0.008195	0.002742	0.967359	
megahit_181288_2696-3130	OTHER	0.003676	0.003061	0.000315	0.992949	
megahit_181288_6619-8046	OTHER	0.011623	0.010385	0.004111	0.973881	
megahit_181289_2704-3138	OTHER	0.003905	0.005745	0.000334	0.990015	
megahit_181289_5929-6630	OTHER	0.032546	0.003181	0.015929	0.948344	
megahit_181289_6627-8054	OTHER	0.011623	0.010385	0.004111	0.973881	
megahit_181291_2697-3131	OTHER	0.003905	0.005745	0.000334	0.990015	
megahit_181291_5922-6623	OTHER	0.032546	0.003181	0.015929	0.948344	
megahit_181291_6620-8047	OTHER	0.011623	0.010385	0.004111	0.973881	
megahit_181292_80-640	OTHER	0.011623	0.010385	0.004111	0.973881	
megahit_181293_2340-3041	OTHER	0.032546	0.003181	0.015929	0.948344	
megahit_181293_3038-4465	OTHER	0.011623	0.010385	0.004111	0.973881	
megahit_181294_5930-6631	OTHER	0.032546	0.003181	0.015929	0.948344	
megahit_181294_6628-8055	OTHER	0.011623	0.010385	0.004111	0.973881	
megahit_181295_5183-6061	OTHER	0.021703	0.008195	0.002742	0.967359	
megahit_181296_1-1530	LIPO(Sec/SPII)	0.004496	0.000065	0.995156	0.000283	CS pos: 20-21. FSA-CA. Pr: 0.9688
megahit_181297_3-791	LIPO(Sec/SPII)	0.004496	0.000065	0.995156	0.000283	CS pos: 20-21. FSA-CA. Pr: 0.9688
megahit_181318_3-254	OTHER	0.019993	0.013798	0.003039	0.963170	
megahit_181362_1-444	OTHER	0.003906	0.000491	0.000738	0.994865	
megahit_181362_601-2079	OTHER	0.003798	0.003712	0.000511	0.991980	
megahit_181362_2132-3046	OTHER	0.003574	0.002575	0.000570	0.993281	
megahit_181362_3547-4038	OTHER	0.064782	0.034459	0.005197	0.895563	
megahit_181363_602-2080	OTHER	0.003798	0.003712	0.000511	0.991980	
megahit_181363_2133-3515	OTHER	0.003574	0.002575	0.000570	0.993281	
megahit_181363_3549-4040	OTHER	0.064782	0.034459	0.005197	0.895563	
megahit_181364_1-444	OTHER	0.003906	0.000491	0.000738	0.994865	
megahit_181364_601-2079	OTHER	0.003798	0.003712	0.000511	0.991980	
megahit_181364_2132-3514	OTHER	0.003574	0.002575	0.000570	0.993281	
megahit_181364_3548-4039	OTHER	0.064782	0.034459	0.005197	0.895563	
megahit_181377_169-978	SP(Sec/SPI)	0.750366	0.000436	0.186129	0.063068	CS pos: 19-20. LFS-QK. Pr: 0.6494
megahit_181378_169-978	SP(Sec/SPI)	0.750366	0.000436	0.186129	0.063068	CS pos: 19-20. LFS-QK. Pr: 0.6494
megahit_181385_2-550	OTHER	0.324949	0.025160	0.025942	0.623949	
megahit_181386_3-779	OTHER	0.324949	0.025160	0.025942	0.623949	
megahit_181388_3-404	OTHER	0.059542	0.274023	0.023376	0.643059	
megahit_181424_527-1387	LIPO(Sec/SPII)	0.021845	0.000602	0.971807	0.005746	CS pos: 28-29. WTA-CL. Pr: 0.5762
megahit_181425_547-1104	OTHER	0.017994	0.003080	0.003459	0.975467	
megahit_181426_287-844	OTHER	0.017994	0.003080	0.003459	0.975467	
megahit_181443_2-787	OTHER	0.079502	0.015026	0.006609	0.898864	
megahit_181443_3655-5340	OTHER	0.014649	0.003437	0.173436	0.808477	
megahit_181443_5340-7232	OTHER	0.009832	0.000782	0.003709	0.985677	
megahit_181443_7266-8783	OTHER	0.015710	0.000994	0.003232	0.980064	
megahit_181444_2-787	OTHER	0.079502	0.015026	0.006609	0.898864	
megahit_181444_3655-5340	OTHER	0.014649	0.003437	0.173436	0.808477	
megahit_181444_5340-7232	OTHER	0.009832	0.000782	0.003709	0.985677	
megahit_181444_7325-8830	OTHER	0.015710	0.000994	0.003232	0.980064	
megahit_181474_63-1268	OTHER	0.075957	0.041809	0.020302	0.861932	
megahit_181474_1322-2413	OTHER	0.029638	0.006659	0.003904	0.959799	
megahit_181475_1322-2710	OTHER	0.029638	0.006659	0.003904	0.959799	
megahit_181518_1-303	SP(Sec/SPI)	0.998498	0.000348	0.000825	0.000330	CS pos: 20-21. AFA-DG. Pr: 0.9788
