# NetGPI 1.1	Timestamp: 20230505155710
ID	Seq-length	Pred. GPI-Anchored	Omega-site pos.	Likelihood	Amino-acid
megahit_153071_3512-4366	284	Not GPI-Anchored	-	0.995	*
megahit_153158_96-956	286	Not GPI-Anchored	-	0.990	*
megahit_153160_57-953	298	Not GPI-Anchored	-	0.988	*
megahit_153161_740-1699	319	Not GPI-Anchored	-	0.995	*
megahit_153273_64-1344	426	Not GPI-Anchored	-	0.993	*
megahit_153645_27-1034	335	Not GPI-Anchored	-	0.979	*
megahit_153730_280-765	161	Not GPI-Anchored	-	0.968	*
megahit_153753_6-1514	502	Not GPI-Anchored	-	0.996	*
megahit_153754_1-789	263	Not GPI-Anchored	-	0.989	*
megahit_153924_1-501	166	Not GPI-Anchored	-	0.987	*
megahit_153925_1-2010	669	Not GPI-Anchored	-	0.994	*
megahit_154911_202-618	138	Not GPI-Anchored	-	0.990	*
megahit_154913_67-483	138	Not GPI-Anchored	-	0.994	*
megahit_155065_3-836	277	Not GPI-Anchored	-	0.995	*
megahit_155066_3-1040	345	Not GPI-Anchored	-	0.993	*
megahit_155242_2-601	200	Not GPI-Anchored	-	0.988	*
megahit_155243_2-583	194	Not GPI-Anchored	-	0.986	*
megahit_155245_3-1382	459	Not GPI-Anchored	-	0.995	*
megahit_152679_2823-4343	506	Not GPI-Anchored	-	0.993	*
megahit_152640_9716-10870	384	Not GPI-Anchored	-	0.991	*
megahit_151630_3-944	314	Not GPI-Anchored	-	0.987	*
megahit_152640_2550-4112	520	Not GPI-Anchored	-	0.983	*
megahit_151631_133-1500	455	Not GPI-Anchored	-	0.995	*
megahit_151632_133-1500	455	Not GPI-Anchored	-	0.995	*
megahit_151633_133-1500	455	Not GPI-Anchored	-	0.995	*
megahit_151634_133-1500	455	Not GPI-Anchored	-	0.995	*
megahit_151694_3-761	252	Not GPI-Anchored	-	0.987	*
megahit_151695_3-761	252	Not GPI-Anchored	-	0.987	*
megahit_151697_3-761	252	Not GPI-Anchored	-	0.987	*
megahit_151867_1-1515	505	Not GPI-Anchored	-	0.994	*
megahit_152559_119-2326	735	Not GPI-Anchored	-	0.993	*
megahit_152559_3960-4481	173	Not GPI-Anchored	-	0.996	*
megahit_152561_3939-4481	180	Not GPI-Anchored	-	0.996	*
megahit_152637_2-2437	811	Not GPI-Anchored	-	0.994	*
megahit_152637_2550-4112	520	Not GPI-Anchored	-	0.983	*
megahit_152637_9716-10870	384	Not GPI-Anchored	-	0.991	*
megahit_152638_2-2437	811	Not GPI-Anchored	-	0.994	*
megahit_152638_2550-4112	520	Not GPI-Anchored	-	0.983	*
megahit_152639_2-2437	811	Not GPI-Anchored	-	0.994	*
megahit_152639_2550-4112	520	Not GPI-Anchored	-	0.983	*
megahit_152640_2-2437	811	Not GPI-Anchored	-	0.994	*
megahit_147978_3-938	312	Not GPI-Anchored	-	0.993	*
megahit_147740_68-463	131	Not GPI-Anchored	-	0.993	*
megahit_180168_113-1351	412	Not GPI-Anchored	-	0.989	*
megahit_143532_1686-2399	237	Not GPI-Anchored	-	0.917	*
megahit_142675_3-947	315	Not GPI-Anchored	-	0.990	*
megahit_260_1292-3109	605	Not GPI-Anchored	-	0.995	*
megahit_142749_5221-5745	174	Not GPI-Anchored	-	0.981	*
megahit_143351_117-2873	918	Not GPI-Anchored	-	0.995	*
megahit_143399_1-387	129	Not GPI-Anchored	-	0.993	*
megahit_143528_1686-2399	237	Not GPI-Anchored	-	0.917	*
megahit_143529_1686-2096	136	Not GPI-Anchored	-	0.982	*
megahit_143530_1686-2399	237	Not GPI-Anchored	-	0.917	*
megahit_143531_1686-2399	237	Not GPI-Anchored	-	0.917	*
megahit_143654_274-1248	324	Not GPI-Anchored	-	0.973	*
megahit_147739_68-463	131	Not GPI-Anchored	-	0.993	*
megahit_143741_3-1538	512	Not GPI-Anchored	-	0.992	*
megahit_143990_1524-2378	284	Not GPI-Anchored	-	0.995	*
megahit_143991_1524-2378	284	Not GPI-Anchored	-	0.995	*
megahit_143992_1524-2378	284	Not GPI-Anchored	-	0.995	*
megahit_143992_2395-3933	512	Not GPI-Anchored	-	0.989	*
megahit_143994_239-1588	449	Not GPI-Anchored	-	0.994	*
megahit_144033_84-689	201	Not GPI-Anchored	-	0.991	*
megahit_144033_725-1207	160	GPI-Anchored	133	0.527	G
megahit_144186_6138-6980	280	Not GPI-Anchored	-	0.990	*
megahit_142628_2-628	209	Not GPI-Anchored	-	0.994	*
megahit_142513_2768-3466	232	Not GPI-Anchored	-	0.984	*
megahit_142513_1601-2746	381	Not GPI-Anchored	-	0.449	*
megahit_142512_2768-3466	232	Not GPI-Anchored	-	0.984	*
megahit_140583_253-3132	959	Not GPI-Anchored	-	0.993	*
megahit_140584_253-3132	959	Not GPI-Anchored	-	0.993	*
megahit_140585_254-1186	311	Not GPI-Anchored	-	0.994	*
megahit_140802_94-783	229	Not GPI-Anchored	-	0.990	*
megahit_141031_3-2201	732	Not GPI-Anchored	-	0.993	*
megahit_141046_879-1616	245	Not GPI-Anchored	-	0.953	*
megahit_141047_62-757	231	Not GPI-Anchored	-	0.903	*
megahit_141354_3-1172	389	Not GPI-Anchored	-	0.973	*
megahit_141355_3-1172	389	Not GPI-Anchored	-	0.973	*
megahit_141356_3-1172	389	Not GPI-Anchored	-	0.973	*
megahit_141436_1-1257	419	Not GPI-Anchored	-	0.994	*
megahit_141446_52-960	302	Not GPI-Anchored	-	0.591	*
megahit_141693_136-711	192	Not GPI-Anchored	-	0.994	*
megahit_141694_136-711	192	Not GPI-Anchored	-	0.994	*
megahit_141825_1839-2516	225	Not GPI-Anchored	-	0.995	*
megahit_141840_514-1698	394	Not GPI-Anchored	-	0.993	*
megahit_142014_407-1120	237	Not GPI-Anchored	-	0.984	*
megahit_142015_407-1120	237	Not GPI-Anchored	-	0.984	*
megahit_142512_1619-2746	375	Not GPI-Anchored	-	0.449	*
megahit_144186_10556-12382	608	Not GPI-Anchored	-	0.993	*
megahit_144186_12424-13710	428	Not GPI-Anchored	-	0.996	*
megahit_144187_4701-6116	471	Not GPI-Anchored	-	0.993	*
megahit_145388_573-2315	580	Not GPI-Anchored	-	0.990	*
megahit_145560_3-1709	568	Not GPI-Anchored	-	0.871	*
megahit_146001_3-1088	361	Not GPI-Anchored	-	0.994	*
megahit_146005_1-396	131	Not GPI-Anchored	-	0.993	*
megahit_146006_1-396	131	Not GPI-Anchored	-	0.993	*
megahit_146019_3-1058	351	Not GPI-Anchored	-	0.993	*
megahit_146072_45-1283	412	Not GPI-Anchored	-	0.993	*
megahit_146072_1366-2067	234	Not GPI-Anchored	-	0.993	*
megahit_146073_45-1283	412	Not GPI-Anchored	-	0.993	*
megahit_146073_1366-2625	420	Not GPI-Anchored	-	0.992	*
megahit_146362_658-1959	434	Not GPI-Anchored	-	0.993	*
megahit_146363_658-1956	433	Not GPI-Anchored	-	0.993	*
megahit_147254_2-1075	358	Not GPI-Anchored	-	0.984	*
megahit_147324_108-1844	578	Not GPI-Anchored	-	0.988	*
megahit_147325_108-1946	612	Not GPI-Anchored	-	0.993	*
megahit_147325_3046-3675	209	Not GPI-Anchored	-	0.987	*
megahit_147438_3-1376	458	Not GPI-Anchored	-	0.994	*
megahit_147439_3-1376	458	Not GPI-Anchored	-	0.994	*
megahit_147441_3-1376	458	Not GPI-Anchored	-	0.994	*
megahit_147460_1436-1945	169	Not GPI-Anchored	-	0.977	*
megahit_145388_2315-2854	179	Not GPI-Anchored	-	0.994	*
megahit_145387_573-1049	159	Not GPI-Anchored	-	0.992	*
megahit_144188_6138-6980	280	Not GPI-Anchored	-	0.990	*
megahit_145301_1003-1887	294	Not GPI-Anchored	-	0.996	*
megahit_144257_2-748	248	Not GPI-Anchored	-	0.990	*
megahit_144318_1648-3405	585	Not GPI-Anchored	-	0.698	*
megahit_144320_1648-3405	585	Not GPI-Anchored	-	0.938	*
megahit_144685_2-592	197	Not GPI-Anchored	-	0.994	*
megahit_144706_177-755	192	Not GPI-Anchored	-	0.739	*
megahit_144707_177-752	191	Not GPI-Anchored	-	0.717	*
megahit_144964_1329-2417	362	Not GPI-Anchored	-	0.996	*
megahit_144964_2499-2873	125	Not GPI-Anchored	-	0.994	*
megahit_144965_852-1940	362	Not GPI-Anchored	-	0.996	*
megahit_144965_2022-2396	125	Not GPI-Anchored	-	0.994	*
megahit_145104_2-337	111	Not GPI-Anchored	-	0.992	*
megahit_145171_177-755	192	Not GPI-Anchored	-	0.971	*
megahit_145184_33-923	296	Not GPI-Anchored	-	0.995	*
megahit_145184_1113-1571	152	Not GPI-Anchored	-	0.993	*
megahit_145187_37-1077	346	Not GPI-Anchored	-	0.948	*
megahit_145187_1102-5196	1364	Not GPI-Anchored	-	0.991	*
megahit_145189_37-1077	346	Not GPI-Anchored	-	0.948	*
megahit_145189_1102-5196	1364	Not GPI-Anchored	-	0.991	*
megahit_145189_5215-8937	1240	Not GPI-Anchored	-	0.991	*
megahit_155355_2-523	174	Not GPI-Anchored	-	0.992	*
megahit_155420_3-350	116	Not GPI-Anchored	-	0.985	*
megahit_155668_3-695	231	Not GPI-Anchored	-	0.996	*
megahit_171654_812-2113	433	Not GPI-Anchored	-	0.989	*
megahit_169927_76-903	275	Not GPI-Anchored	-	0.995	*
megahit_170091_3125-4681	518	Not GPI-Anchored	-	0.990	*
megahit_170365_1001-2383	461	Not GPI-Anchored	-	0.989	*
megahit_171126_34-939	301	Not GPI-Anchored	-	0.994	*
megahit_171320_792-1787	331	Not GPI-Anchored	-	0.974	*
megahit_171321_75-740	221	Not GPI-Anchored	-	0.989	*
megahit_171575_722-1486	254	Not GPI-Anchored	-	0.991	*
megahit_171575_1497-2252	251	Not GPI-Anchored	-	0.994	*
megahit_171652_886-2187	433	Not GPI-Anchored	-	0.989	*
megahit_171827_558-1244	229	Not GPI-Anchored	-	0.995	*
megahit_156091_3-1121	373	Not GPI-Anchored	-	0.992	*
megahit_172165_63-3083	1006	Not GPI-Anchored	-	0.990	*
megahit_172166_48-3068	1006	Not GPI-Anchored	-	0.990	*
megahit_172195_51-1370	439	Not GPI-Anchored	-	0.993	*
megahit_172198_3-1628	542	Not GPI-Anchored	-	0.987	*
megahit_172272_41-400	119	Not GPI-Anchored	-	0.993	*
megahit_172284_2100-3512	470	Not GPI-Anchored	-	0.995	*
megahit_172284_3568-4584	338	Not GPI-Anchored	-	0.990	*
megahit_172289_111-1367	419	Not GPI-Anchored	-	0.981	*
megahit_172916_2-4180	1393	Not GPI-Anchored	-	0.989	*
megahit_169618_4759-5382	207	Not GPI-Anchored	-	0.990	*
megahit_169476_33-1406	457	Not GPI-Anchored	-	0.994	*
megahit_169178_101-1780	560	Not GPI-Anchored	-	0.993	*
megahit_169177_101-2164	687	Not GPI-Anchored	-	0.995	*
megahit_167878_1425-2030	201	Not GPI-Anchored	-	0.994	*
megahit_167916_1378-1788	136	GPI-Anchored	103	0.395	N
megahit_167918_1378-1788	136	GPI-Anchored	103	0.395	N
megahit_168001_37-819	260	Not GPI-Anchored	-	0.980	*
megahit_168002_37-726	230	Not GPI-Anchored	-	0.950	*
megahit_168003_37-819	260	Not GPI-Anchored	-	0.988	*
megahit_168004_37-819	260	Not GPI-Anchored	-	0.980	*
megahit_168005_37-819	260	Not GPI-Anchored	-	0.988	*
megahit_168434_427-1437	336	Not GPI-Anchored	-	0.987	*
megahit_168785_32-508	158	Not GPI-Anchored	-	0.995	*
megahit_168887_1134-1448	104	Not GPI-Anchored	-	0.979	*
megahit_169014_3-569	189	Not GPI-Anchored	-	0.992	*
megahit_169035_786-1943	385	Not GPI-Anchored	-	0.995	*
megahit_169114_3128-4240	370	Not GPI-Anchored	-	0.990	*
megahit_169115_3113-4225	370	Not GPI-Anchored	-	0.990	*
megahit_169116_3129-4241	370	Not GPI-Anchored	-	0.990	*
megahit_169134_1032-2489	486	Not GPI-Anchored	-	0.994	*
megahit_169136_1032-2306	425	Not GPI-Anchored	-	0.992	*
megahit_169176_101-703	200	Not GPI-Anchored	-	0.989	*
megahit_172918_2-4180	1393	Not GPI-Anchored	-	0.989	*
megahit_172921_1-1377	459	Not GPI-Anchored	-	0.978	*
megahit_172924_7276-8253	325	Not GPI-Anchored	-	0.993	*
megahit_178430_2-844	280	Not GPI-Anchored	-	0.995	*
megahit_178432_2-910	302	Not GPI-Anchored	-	0.994	*
megahit_178724_423-989	188	Not GPI-Anchored	-	0.993	*
megahit_178726_423-1835	470	Not GPI-Anchored	-	0.983	*
megahit_178944_3-440	145	Not GPI-Anchored	-	0.994	*
megahit_179050_117-560	147	Not GPI-Anchored	-	0.966	*
megahit_179051_117-560	147	Not GPI-Anchored	-	0.967	*
megahit_179052_35-1918	627	Not GPI-Anchored	-	0.995	*
megahit_179052_1967-3871	634	Not GPI-Anchored	-	0.995	*
megahit_179053_93-1934	613	Not GPI-Anchored	-	0.996	*
megahit_179053_1983-3887	634	Not GPI-Anchored	-	0.995	*
megahit_179298_67-417	117	Not GPI-Anchored	-	0.987	*
megahit_179300_67-1080	337	Not GPI-Anchored	-	0.988	*
megahit_179361_1472-2128	219	Not GPI-Anchored	-	0.991	*
megahit_179433_911-1945	344	Not GPI-Anchored	-	0.995	*
megahit_179696_47-862	271	Not GPI-Anchored	-	0.987	*
megahit_179760_4067-5395	442	Not GPI-Anchored	-	0.995	*
megahit_179761_4067-5410	447	Not GPI-Anchored	-	0.995	*
megahit_180040_1-324	108	Not GPI-Anchored	-	0.995	*
megahit_180165_113-1351	412	Not GPI-Anchored	-	0.989	*
megahit_178431_2-910	302	Not GPI-Anchored	-	0.994	*
megahit_178234_2-997	332	Not GPI-Anchored	-	0.995	*
megahit_173010_22-870	282	Not GPI-Anchored	-	0.995	*
megahit_178110_1-912	304	Not GPI-Anchored	-	0.994	*
megahit_173011_22-870	282	Not GPI-Anchored	-	0.995	*
megahit_173202_3-923	307	Not GPI-Anchored	-	0.993	*
megahit_173265_438-1469	343	Not GPI-Anchored	-	0.985	*
megahit_173267_438-1469	343	Not GPI-Anchored	-	0.985	*
megahit_174339_49-2115	688	Not GPI-Anchored	-	0.995	*
megahit_174577_2-1978	659	Not GPI-Anchored	-	0.993	*
megahit_174578_2-1975	658	Not GPI-Anchored	-	0.993	*
megahit_175195_60-590	176	Not GPI-Anchored	-	0.994	*
megahit_175505_25-939	304	Not GPI-Anchored	-	0.991	*
megahit_175505_971-1516	181	Not GPI-Anchored	-	0.994	*
megahit_175505_1583-2905	440	Not GPI-Anchored	-	0.991	*
megahit_175506_25-939	304	Not GPI-Anchored	-	0.991	*
megahit_175506_971-1516	181	Not GPI-Anchored	-	0.994	*
megahit_176036_237-656	139	Not GPI-Anchored	-	0.991	*
megahit_176116_1-330	110	Not GPI-Anchored	-	0.993	*
megahit_176600_381-1064	227	Not GPI-Anchored	-	0.994	*
megahit_176734_66-404	112	Not GPI-Anchored	-	0.990	*
megahit_177386_62-793	243	Not GPI-Anchored	-	0.985	*
megahit_178051_1-576	191	Not GPI-Anchored	-	0.991	*
megahit_167877_2156-2779	207	Not GPI-Anchored	-	0.993	*
megahit_167877_1425-2030	201	Not GPI-Anchored	-	0.994	*
megahit_167876_1425-2030	201	Not GPI-Anchored	-	0.994	*
megahit_159774_1532-2683	383	Not GPI-Anchored	-	0.970	*
megahit_159869_3-806	267	Not GPI-Anchored	-	0.904	*
megahit_159870_3-806	267	Not GPI-Anchored	-	0.847	*
megahit_160015_3-860	286	Not GPI-Anchored	-	0.995	*
megahit_160107_2-790	263	Not GPI-Anchored	-	0.992	*
megahit_160113_3-692	230	Not GPI-Anchored	-	0.994	*
megahit_160319_140-1117	325	Not GPI-Anchored	-	0.979	*
megahit_160383_64-1680	538	Not GPI-Anchored	-	0.993	*
megahit_160556_117-722	201	Not GPI-Anchored	-	0.995	*
megahit_160557_117-722	201	Not GPI-Anchored	-	0.995	*
megahit_160808_19-576	185	Not GPI-Anchored	-	0.969	*
megahit_160848_137-1324	396	Not GPI-Anchored	-	0.988	*
megahit_160920_90-701	203	Not GPI-Anchored	-	0.992	*
megahit_161292_233-823	196	Not GPI-Anchored	-	0.977	*
megahit_162193_54-443	129	Not GPI-Anchored	-	0.974	*
megahit_162466_496-1062	188	Not GPI-Anchored	-	0.995	*
megahit_162527_441-4466	1341	Not GPI-Anchored	-	0.994	*
megahit_162528_901-1983	360	Not GPI-Anchored	-	0.993	*
megahit_162650_3-1151	383	Not GPI-Anchored	-	0.940	*
megahit_163179_22-1683	553	Not GPI-Anchored	-	0.993	*
megahit_159783_22-1620	532	Not GPI-Anchored	-	0.995	*
megahit_159773_1532-2683	383	Not GPI-Anchored	-	0.970	*
megahit_163887_99-662	187	Not GPI-Anchored	-	0.991	*
megahit_159746_3-2375	790	Not GPI-Anchored	-	0.991	*
megahit_156130_1-306	102	Not GPI-Anchored	-	0.994	*
megahit_156318_9-836	275	Not GPI-Anchored	-	0.371	*
megahit_156663_2-1597	531	Not GPI-Anchored	-	0.996	*
megahit_156854_25-1137	370	Not GPI-Anchored	-	0.992	*
megahit_156875_1-567	189	Not GPI-Anchored	-	0.995	*
megahit_157174_1-2919	972	Not GPI-Anchored	-	0.996	*
megahit_157175_1-2919	972	Not GPI-Anchored	-	0.996	*
megahit_157717_2-358	119	Not GPI-Anchored	-	0.994	*
megahit_157853_1-1065	355	Not GPI-Anchored	-	0.996	*
megahit_157959_1-1704	568	Not GPI-Anchored	-	0.993	*
megahit_158064_473-1813	447	Not GPI-Anchored	-	0.995	*
megahit_158066_21-1304	427	Not GPI-Anchored	-	0.995	*
megahit_158067_941-2371	476	Not GPI-Anchored	-	0.985	*
megahit_158067_2412-4394	660	Not GPI-Anchored	-	0.993	*
megahit_158116_2025-4124	700	Not GPI-Anchored	-	0.992	*
megahit_158430_1-1539	513	Not GPI-Anchored	-	0.951	*
megahit_158431_2-664	221	Not GPI-Anchored	-	0.982	*
megahit_159195_70-693	207	Not GPI-Anchored	-	0.341	*
megahit_159395_24-488	154	Not GPI-Anchored	-	0.994	*
megahit_163283_60-749	229	Not GPI-Anchored	-	0.807	*
megahit_163889_2-970	323	Not GPI-Anchored	-	0.994	*
megahit_167864_168-1247	359	Not GPI-Anchored	-	0.981	*
megahit_166729_1-1077	359	Not GPI-Anchored	-	0.995	*
megahit_167366_238-1335	366	Not GPI-Anchored	-	0.993	*
megahit_167367_1551-2540	329	Not GPI-Anchored	-	0.995	*
megahit_167369_1707-2621	305	Not GPI-Anchored	-	0.995	*
megahit_167370_238-1704	488	Not GPI-Anchored	-	0.990	*
megahit_167370_1707-2696	329	Not GPI-Anchored	-	0.995	*
megahit_167395_3-383	127	Not GPI-Anchored	-	0.996	*
megahit_167506_2081-3541	486	Not GPI-Anchored	-	0.993	*
megahit_167507_3626-4054	142	Not GPI-Anchored	-	0.979	*
megahit_167508_2-622	207	Not GPI-Anchored	-	0.993	*
megahit_167508_626-2071	481	Not GPI-Anchored	-	0.995	*
megahit_167508_2071-2538	155	Not GPI-Anchored	-	0.994	*
megahit_167508_2535-3971	478	Not GPI-Anchored	-	0.994	*
megahit_167508_4056-4484	142	Not GPI-Anchored	-	0.979	*
megahit_167715_123-1691	522	Not GPI-Anchored	-	0.995	*
megahit_167720_147-4244	1365	Not GPI-Anchored	-	0.994	*
megahit_167721_147-4244	1365	Not GPI-Anchored	-	0.994	*
megahit_167722_147-4244	1365	Not GPI-Anchored	-	0.994	*
megahit_167724_1-1335	445	Not GPI-Anchored	-	0.984	*
megahit_167861_168-1223	351	Not GPI-Anchored	-	0.981	*
megahit_167088_331-942	203	Not GPI-Anchored	-	0.389	*
megahit_166525_76-1083	335	Not GPI-Anchored	-	0.992	*
megahit_163890_31-1230	399	Not GPI-Anchored	-	0.884	*
megahit_166478_2-400	132	Not GPI-Anchored	-	0.886	*
megahit_164127_102-557	151	Not GPI-Anchored	-	0.978	*
megahit_164404_347-2755	802	Not GPI-Anchored	-	0.994	*
megahit_164405_1-858	286	Not GPI-Anchored	-	0.991	*
megahit_164582_2-793	264	Not GPI-Anchored	-	0.992	*
megahit_164690_31-1263	410	Not GPI-Anchored	-	0.983	*
megahit_164714_652-2199	515	Not GPI-Anchored	-	0.991	*
megahit_164816_1-348	115	Not GPI-Anchored	-	0.970	*
megahit_164816_452-1396	314	Not GPI-Anchored	-	0.996	*
megahit_164867_38-664	208	Not GPI-Anchored	-	0.962	*
megahit_165169_74-1201	375	Not GPI-Anchored	-	0.994	*
megahit_165376_276-2639	787	Not GPI-Anchored	-	0.996	*
megahit_165376_2691-4160	489	Not GPI-Anchored	-	0.994	*
megahit_165670_154-2499	782	Not GPI-Anchored	-	0.990	*
megahit_165671_158-2485	776	Not GPI-Anchored	-	0.990	*
megahit_165819_6825-7664	279	Not GPI-Anchored	-	0.995	*
megahit_165841_3-1016	338	Not GPI-Anchored	-	0.994	*
megahit_166012_160-876	238	GPI-Anchored	210	0.398	N
megahit_166174_3-1220	406	Not GPI-Anchored	-	0.984	*
megahit_166193_530-1354	274	Not GPI-Anchored	-	0.994	*
megahit_221199_3-875	290	Not GPI-Anchored	-	0.917	*
megahit_221200_540-1283	247	Not GPI-Anchored	-	0.976	*
megahit_140581_2-1828	609	Not GPI-Anchored	-	0.989	*
megahit_1019768_100-1332	411	Not GPI-Anchored	-	0.988	*
megahit_965755_2-784	260	Not GPI-Anchored	-	0.985	*
megahit_968516_2-1153	384	Not GPI-Anchored	-	0.602	*
megahit_969078_100-3057	985	Not GPI-Anchored	-	0.994	*
megahit_972251_143-1894	584	Not GPI-Anchored	-	0.988	*
megahit_972412_384-3302	972	Not GPI-Anchored	-	0.985	*
megahit_972972_19-411	130	Not GPI-Anchored	-	0.993	*
megahit_976547_1-429	143	Not GPI-Anchored	-	0.977	*
megahit_994884_207-656	150	Not GPI-Anchored	-	0.996	*
megahit_1006061_1-471	157	Not GPI-Anchored	-	0.696	*
megahit_1021695_52-774	240	Not GPI-Anchored	-	0.922	*
megahit_937726_87-1082	331	Not GPI-Anchored	-	0.986	*
megahit_1023100_2-553	183	Not GPI-Anchored	-	0.991	*
megahit_1024408_174-947	258	Not GPI-Anchored	-	0.976	*
megahit_1024597_3-590	195	Not GPI-Anchored	-	0.990	*
megahit_1024976_459-2222	587	Not GPI-Anchored	-	0.993	*
megahit_1028842_1629-3308	559	Not GPI-Anchored	-	0.995	*
megahit_1028843_3-1673	557	Not GPI-Anchored	-	0.995	*
megahit_1032422_64-825	253	Not GPI-Anchored	-	0.996	*
megahit_1033026_3-857	284	Not GPI-Anchored	-	0.996	*
megahit_1037612_1-333	110	Not GPI-Anchored	-	0.994	*
megahit_964916_2-2086	695	Not GPI-Anchored	-	0.920	*
megahit_964594_3-1319	438	Not GPI-Anchored	-	0.994	*
megahit_964294_1-507	169	Not GPI-Anchored	-	0.991	*
megahit_962828_95-754	219	Not GPI-Anchored	-	0.975	*
megahit_939786_3-584	194	Not GPI-Anchored	-	0.986	*
megahit_940996_2-724	241	Not GPI-Anchored	-	0.993	*
megahit_941021_3-551	182	Not GPI-Anchored	-	0.995	*
megahit_941319_1-699	233	Not GPI-Anchored	-	0.996	*
megahit_941815_43-1812	589	Not GPI-Anchored	-	0.993	*
megahit_944274_42-1031	329	Not GPI-Anchored	-	0.994	*
megahit_945274_3-482	160	Not GPI-Anchored	-	0.976	*
megahit_948576_73-531	152	Not GPI-Anchored	-	0.994	*
megahit_950701_3-971	323	Not GPI-Anchored	-	0.992	*
megahit_952458_3-371	122	Not GPI-Anchored	-	0.994	*
megahit_953842_3-716	238	GPI-Anchored	213	0.437	G
megahit_954559_4340-4933	197	Not GPI-Anchored	-	0.996	*
megahit_956528_1-996	332	Not GPI-Anchored	-	0.990	*
megahit_956960_81-1016	311	Not GPI-Anchored	-	0.995	*
megahit_959724_2-1078	359	Not GPI-Anchored	-	0.993	*
megahit_960160_1-717	239	Not GPI-Anchored	-	0.993	*
megahit_961418_31-1968	645	Not GPI-Anchored	-	0.993	*
megahit_962242_34-1317	427	Not GPI-Anchored	-	0.995	*
megahit_962808_230-1594	454	Not GPI-Anchored	-	0.748	*
megahit_1038139_650-1225	191	Not GPI-Anchored	-	0.994	*
megahit_1038459_1-573	191	Not GPI-Anchored	-	0.987	*
megahit_1040205_2-472	157	Not GPI-Anchored	-	0.990	*
megahit_1079307_1-771	257	Not GPI-Anchored	-	0.988	*
megahit_1079345_406-1179	257	Not GPI-Anchored	-	0.994	*
megahit_1080863_162-986	274	Not GPI-Anchored	-	0.990	*
megahit_1082903_40-738	233	Not GPI-Anchored	-	0.993	*
megahit_1083658_129-506	125	Not GPI-Anchored	-	0.993	*
megahit_1085419_1-654	218	Not GPI-Anchored	-	0.989	*
megahit_1086870_3-539	179	Not GPI-Anchored	-	0.995	*
megahit_1086894_1-894	298	Not GPI-Anchored	-	0.976	*
megahit_1087352_57-4193	1379	Not GPI-Anchored	-	0.991	*
megahit_1087703_3-647	215	Not GPI-Anchored	-	0.971	*
megahit_1089618_162-1259	365	Not GPI-Anchored	-	0.989	*
megahit_1098179_1-456	152	Not GPI-Anchored	-	0.997	*
megahit_1104142_338-1105	255	Not GPI-Anchored	-	0.886	*
megahit_1104249_160-2013	617	Not GPI-Anchored	-	0.996	*
megahit_1105068_3-656	218	Not GPI-Anchored	-	0.996	*
megahit_1108646_81-1115	344	Not GPI-Anchored	-	0.989	*
megahit_1109468_2-865	288	Not GPI-Anchored	-	0.993	*
megahit_1109525_1-864	288	Not GPI-Anchored	-	0.994	*
megahit_1109840_9-2333	774	Not GPI-Anchored	-	0.995	*
megahit_1110003_56-1084	343	Not GPI-Anchored	-	0.988	*
megahit_1079345_2-400	133	Not GPI-Anchored	-	0.993	*
megahit_1078502_18-1226	402	Not GPI-Anchored	-	0.988	*
megahit_1041056_3-569	189	Not GPI-Anchored	-	0.995	*
megahit_1077312_2-823	274	Not GPI-Anchored	-	0.994	*
megahit_1041340_71-991	306	Not GPI-Anchored	-	0.994	*
megahit_1044163_9-1334	441	Not GPI-Anchored	-	0.993	*
megahit_1047751_1-732	244	Not GPI-Anchored	-	0.996	*
megahit_1051380_591-1232	214	Not GPI-Anchored	-	0.992	*
megahit_1054195_1-606	202	Not GPI-Anchored	-	0.988	*
megahit_1054777_2-535	178	Not GPI-Anchored	-	0.991	*
megahit_1054852_3-746	248	Not GPI-Anchored	-	0.995	*
megahit_1061313_136-963	275	Not GPI-Anchored	-	0.995	*
megahit_1061315_136-1089	317	Not GPI-Anchored	-	0.990	*
megahit_1062004_612-1376	254	Not GPI-Anchored	-	0.994	*
megahit_1065477_50-985	312	Not GPI-Anchored	-	0.988	*
megahit_1068157_25-627	200	Not GPI-Anchored	-	0.989	*
megahit_1068722_2-1231	410	Not GPI-Anchored	-	0.992	*
megahit_1072726_45-809	254	Not GPI-Anchored	-	0.982	*
megahit_1073246_118-600	160	Not GPI-Anchored	-	0.996	*
megahit_1074805_24-704	227	Not GPI-Anchored	-	0.995	*
megahit_1075164_3-656	218	Not GPI-Anchored	-	0.994	*
megahit_1075441_18-1103	361	Not GPI-Anchored	-	0.986	*
megahit_1076556_3-581	192	Not GPI-Anchored	-	0.973	*
megahit_937783_2-1033	344	Not GPI-Anchored	-	0.990	*
megahit_937227_107-571	154	Not GPI-Anchored	-	0.991	*
megahit_509883_2-742	247	Not GPI-Anchored	-	0.977	*
megahit_558677_45-806	253	Not GPI-Anchored	-	0.929	*
megahit_542575_2-328	108	Not GPI-Anchored	-	0.989	*
megahit_543160_2-604	201	Not GPI-Anchored	-	0.969	*
megahit_545423_78-1058	326	Not GPI-Anchored	-	0.981	*
megahit_548245_488-2179	563	Not GPI-Anchored	-	0.996	*
megahit_550577_2-2035	678	Not GPI-Anchored	-	0.994	*
megahit_550607_1-945	315	Not GPI-Anchored	-	0.988	*
