# SignalP-5.0	Organism: Gram-negative	Timestamp: 20230503164320
# ID	Prediction	SP(Sec/SPI)	TAT(Tat/SPI)	LIPO(Sec/SPII)	OTHER	CS Position
megahit_97001_2583-3302	OTHER	0.002222	0.000129	0.000152	0.997496	
megahit_97002_2-1102	OTHER	0.010085	0.006577	0.004662	0.978676	
megahit_97025_3-434	OTHER	0.008227	0.000474	0.001440	0.989859	
megahit_97101_164-505	OTHER	0.034535	0.013053	0.006968	0.945445	
megahit_97105_2-472	OTHER	0.012636	0.002054	0.001237	0.984073	
megahit_97106_2-382	OTHER	0.007929	0.005859	0.003715	0.982497	
megahit_97119_3-1625	OTHER	0.069827	0.003304	0.087148	0.839721	
megahit_97120_2-1657	OTHER	0.010271	0.030915	0.001650	0.957164	
megahit_97120_2214-2768	OTHER	0.021261	0.029512	0.091318	0.857909	
megahit_97120_2765-3514	OTHER	0.134978	0.166064	0.010268	0.688689	
megahit_97122_2-1657	OTHER	0.010271	0.030915	0.001650	0.957164	
megahit_97122_2214-2768	OTHER	0.022969	0.024589	0.073352	0.879090	
megahit_97123_2-1210	OTHER	0.010271	0.030915	0.001650	0.957164	
megahit_97124_3-1625	OTHER	0.069827	0.003304	0.087148	0.839721	
megahit_97126_2-1657	OTHER	0.010271	0.030915	0.001650	0.957164	
megahit_97128_2-1657	OTHER	0.010271	0.030915	0.001650	0.957164	
megahit_97128_2214-2768	OTHER	0.021261	0.029512	0.091318	0.857909	
megahit_97128_2765-3514	OTHER	0.134978	0.166064	0.010268	0.688689	
megahit_97144_191-718	OTHER	0.013933	0.012648	0.003275	0.970143	
megahit_97145_191-718	OTHER	0.013933	0.012648	0.003275	0.970143	
megahit_97162_128-1174	OTHER	0.004464	0.001387	0.000533	0.993617	
megahit_97165_1956-2942	OTHER	0.005307	0.000427	0.000627	0.993639	
megahit_97166_128-1174	OTHER	0.004464	0.001387	0.000533	0.993617	
megahit_97173_1-1053	OTHER	0.007365	0.006785	0.001239	0.984611	
megahit_97173_1091-1651	OTHER	0.142632	0.000550	0.303313	0.553505	
megahit_97207_52-777	OTHER	0.011243	0.002619	0.002890	0.983248	
megahit_97208_881-1606	OTHER	0.011243	0.002619	0.002890	0.983248	
megahit_97222_653-1009	OTHER	0.004917	0.001067	0.000776	0.993240	
megahit_97240_1-1023	OTHER	0.039124	0.001097	0.006089	0.953690	
megahit_97240_1074-1418	OTHER	0.005710	0.000245	0.002623	0.991421	
megahit_97240_1434-2630	OTHER	0.014074	0.008046	0.001592	0.976288	
megahit_97340_2-472	OTHER	0.114595	0.181025	0.031759	0.672622	
megahit_97341_122-262	OTHER	0.016229	0.021897	0.007444	0.954430	
megahit_97351_170-895	OTHER	0.000958	0.001438	0.000105	0.997499	
megahit_97352_170-649	OTHER	0.001428	0.003166	0.000259	0.995146	
megahit_97386_3-830	SP(Sec/SPI)	0.996310	0.000300	0.001843	0.001547	CS pos: 22-23. VQA-HD. Pr: 0.9896
megahit_97470_2-319	OTHER	0.068275	0.001040	0.008450	0.922236	
megahit_97471_1-291	OTHER	0.068275	0.001040	0.008450	0.922236	
megahit_97516_1-1113	OTHER	0.022787	0.006277	0.003019	0.967917	
megahit_97542_2996-4258	OTHER	0.003748	0.001947	0.000628	0.993678	
megahit_97552_702-1640	OTHER	0.014940	0.001605	0.001017	0.982438	
megahit_97604_1-639	OTHER	0.004733	0.001719	0.001574	0.991975	
megahit_97658_2-721	SP(Sec/SPI)	0.943488	0.041686	0.013639	0.001188	CS pos: 27-28. ARA-AT. Pr: 0.9426
megahit_97659_2-736	SP(Sec/SPI)	0.927653	0.046339	0.022268	0.003740	CS pos: 32-33. ARA-AT. Pr: 0.8512
megahit_97677_1-288	OTHER	0.019241	0.019937	0.012746	0.948077	
megahit_97695_448-1494	LIPO(Sec/SPII)	0.111791	0.012709	0.734449	0.141050	CS pos: 23-24. GQA-CE. Pr: 0.8009
megahit_97698_1-690	TAT(Tat/SPI)	0.160700	0.814605	0.004412	0.020283	CS pos: 37-38. VIA-EY. Pr: 0.4017
megahit_97753_1-381	OTHER	0.035941	0.003318	0.013618	0.947123	
megahit_97774_154-444	OTHER	0.003435	0.000306	0.000217	0.996042	
megahit_97775_66-356	OTHER	0.003435	0.000306	0.000217	0.996042	
megahit_97923_2-1015	OTHER	0.012695	0.001689	0.001806	0.983810	
megahit_97972_72-920	LIPO(Sec/SPII)	0.074930	0.000115	0.919102	0.005852	CS pos: 15-16. FYT-CK. Pr: 0.9162
megahit_97973_1788-2612	LIPO(Sec/SPII)	0.001013	0.000118	0.998390	0.000479	CS pos: 18-19. FVS-CD. Pr: 0.9995
megahit_98009_33-698	OTHER	0.003636	0.001673	0.000347	0.994345	
megahit_98019_1256-1939	OTHER	0.118616	0.056934	0.007809	0.816642	
megahit_98029_3-920	OTHER	0.148969	0.021979	0.003922	0.825130	
megahit_98030_492-1898	SP(Sec/SPI)	0.997436	0.000573	0.001060	0.000932	CS pos: 22-23. AHA-DS. Pr: 0.9930
megahit_98040_1460-2140	OTHER	0.018520	0.000240	0.003977	0.977263	
megahit_98041_2675-3355	OTHER	0.018520	0.000240	0.003977	0.977263	
megahit_98042_1667-2347	OTHER	0.018520	0.000240	0.003977	0.977263	
megahit_98050_2-1177	OTHER	0.096900	0.003738	0.088674	0.810687	
megahit_98064_2-964	OTHER	0.019113	0.026295	0.003075	0.951517	
megahit_98072_2-787	OTHER	0.019113	0.026295	0.003075	0.951517	
megahit_98088_43-351	OTHER	0.009458	0.001118	0.002535	0.986888	
megahit_98092_19-705	OTHER	0.002790	0.001344	0.002114	0.993752	
megahit_98094_1-246	OTHER	0.013009	0.005929	0.002890	0.978171	
megahit_98105_1-2442	OTHER	0.060202	0.002172	0.015961	0.921665	
megahit_98153_150-947	OTHER	0.004669	0.001106	0.000827	0.993398	
megahit_98257_393-896	OTHER	0.003611	0.000602	0.000480	0.995308	
megahit_98257_888-1529	OTHER	0.009688	0.001940	0.005484	0.982888	
megahit_98260_91-1518	OTHER	0.021372	0.032834	0.003844	0.941951	
megahit_98260_1629-3098	OTHER	0.132664	0.018572	0.020315	0.828449	
megahit_98260_3149-4228	OTHER	0.053108	0.005878	0.002777	0.938238	
megahit_98261_91-1518	OTHER	0.021372	0.032834	0.003844	0.941951	
megahit_98261_1629-3098	OTHER	0.132664	0.018572	0.020315	0.828449	
megahit_98261_3149-4228	OTHER	0.053108	0.005878	0.002777	0.938238	
megahit_98264_1-963	OTHER	0.033321	0.006475	0.006647	0.953557	
megahit_98281_1-225	OTHER	0.042109	0.040133	0.023770	0.893988	
megahit_98351_38-1567	OTHER	0.162991	0.006271	0.056242	0.774496	
megahit_98359_3-728	OTHER	0.001835	0.001031	0.000285	0.996849	
megahit_98360_3-728	OTHER	0.001835	0.001031	0.000285	0.996849	
megahit_98361_3-641	OTHER	0.096576	0.001132	0.020580	0.881712	
megahit_98368_21-401	OTHER	0.015692	0.001166	0.002371	0.980772	
megahit_98369_21-401	OTHER	0.015840	0.001269	0.002515	0.980376	
megahit_98378_31-849	SP(Sec/SPI)	0.996560	0.001121	0.001681	0.000638	CS pos: 22-23. AIA-GY. Pr: 0.9265
megahit_98379_60-1097	OTHER	0.009613	0.001130	0.001739	0.987518	
megahit_98379_1090-2493	OTHER	0.005713	0.004209	0.000890	0.989188	
megahit_98380_60-1091	OTHER	0.009613	0.001130	0.001739	0.987518	
megahit_98380_1091-2494	OTHER	0.005713	0.004209	0.000890	0.989188	
megahit_98409_3-623	OTHER	0.018750	0.002098	0.003475	0.975677	
megahit_98458_49-804	SP(Sec/SPI)	0.420481	0.323505	0.002773	0.253241	CS pos: 55-56. AYA-QS. Pr: 0.6362
megahit_98496_3-458	OTHER	0.004047	0.002546	0.000972	0.992435	
megahit_98535_1-714	OTHER	0.321440	0.065004	0.055904	0.557651	
megahit_98558_3-635	OTHER	0.016882	0.000329	0.001479	0.981311	
megahit_98580_174-1520	OTHER	0.009597	0.003300	0.001347	0.985755	
megahit_98591_631-1395	OTHER	0.005225	0.001195	0.001782	0.991798	
megahit_98591_1491-2162	OTHER	0.056579	0.001380	0.021666	0.920376	
megahit_98601_276-1046	OTHER	0.011488	0.001071	0.001191	0.986251	
megahit_98601_1057-1815	OTHER	0.002652	0.002319	0.000423	0.994605	
megahit_98612_419-1279	OTHER	0.003480	0.004664	0.000491	0.991366	
megahit_98612_1289-2275	OTHER	0.006161	0.000259	0.001495	0.992085	
megahit_98612_2821-3297	SP(Sec/SPI)	0.875462	0.000358	0.110694	0.013486	CS pos: 18-19. LSA-QE. Pr: 0.8835
megahit_98613_77-490	OTHER	0.009315	0.057750	0.002665	0.930270	
megahit_98613_528-1631	OTHER	0.009708	0.000839	0.000373	0.989080	
megahit_98613_1621-2244	OTHER	0.003373	0.002773	0.002257	0.991597	
megahit_98613_2346-3206	OTHER	0.003480	0.004664	0.000491	0.991366	
megahit_98613_3216-4202	OTHER	0.006161	0.000259	0.001495	0.992085	
megahit_98613_4747-5223	SP(Sec/SPI)	0.875462	0.000358	0.110694	0.013486	CS pos: 18-19. LSA-QE. Pr: 0.8835
megahit_98614_77-490	OTHER	0.009315	0.057750	0.002665	0.930270	
megahit_98614_2346-3206	OTHER	0.003480	0.004664	0.000491	0.991366	
megahit_98615_2357-3217	OTHER	0.003480	0.004664	0.000491	0.991366	
megahit_98615_3227-4213	OTHER	0.006161	0.000259	0.001495	0.992085	
megahit_98615_5255-5602	OTHER	0.017362	0.000287	0.016639	0.965712	
megahit_98616_539-1642	OTHER	0.009708	0.000839	0.000373	0.989080	
megahit_98616_1632-2255	OTHER	0.003373	0.002773	0.002257	0.991597	
megahit_98616_2357-3217	OTHER	0.003480	0.004664	0.000491	0.991366	
megahit_98616_3227-4213	OTHER	0.006161	0.000259	0.001495	0.992085	
megahit_98662_1494-3716	OTHER	0.099414	0.146176	0.014699	0.739711	
megahit_98663_924-3146	OTHER	0.099414	0.146176	0.014699	0.739711	
megahit_98692_1-234	OTHER	0.031052	0.004927	0.004831	0.959190	
megahit_98702_1472-2149	LIPO(Sec/SPII)	0.001137	0.000021	0.998735	0.000106	CS pos: 19-20. FSS-CN. Pr: 0.9990
megahit_98704_2313-2990	LIPO(Sec/SPII)	0.001137	0.000021	0.998735	0.000106	CS pos: 19-20. FSS-CN. Pr: 0.9990
megahit_98705_76-759	LIPO(Sec/SPII)	0.001137	0.000021	0.998735	0.000106	CS pos: 19-20. FSS-CN. Pr: 0.9990
megahit_98713_41-673	OTHER	0.033725	0.008512	0.006708	0.951056	
megahit_98805_13-663	OTHER	0.011823	0.009880	0.002231	0.976066	
megahit_98830_3754-5874	OTHER	0.006050	0.000336	0.015273	0.978341	
megahit_98831_960-2363	OTHER	0.004475	0.000599	0.001114	0.993813	
megahit_98832_1-3738	OTHER	0.009473	0.000528	0.000760	0.989239	
megahit_98833_1-3738	OTHER	0.009473	0.000528	0.000760	0.989239	
megahit_98833_3754-5874	OTHER	0.006050	0.000336	0.015273	0.978341	
megahit_98833_6761-7564	OTHER	0.002061	0.000289	0.000243	0.997407	
megahit_98860_3-2525	SP(Sec/SPI)	0.848166	0.029621	0.006308	0.115905	CS pos: 53-54. VLA-ED. Pr: 0.8458
megahit_98861_3-2525	SP(Sec/SPI)	0.848166	0.029621	0.006308	0.115905	CS pos: 53-54. VLA-ED. Pr: 0.8458
megahit_98915_2-1714	OTHER	0.389928	0.019936	0.016232	0.573904	
megahit_98916_3-1475	SP(Sec/SPI)	0.730444	0.032210	0.015409	0.221937	CS pos: 20-21. ASA-TY. Pr: 0.3809
megahit_99009_37-1548	OTHER	0.015475	0.037717	0.001156	0.945652	
megahit_99009_1545-1949	OTHER	0.001946	0.000420	0.000287	0.997346	
megahit_99081_165-554	OTHER	0.006510	0.001728	0.000679	0.991082	
megahit_99081_559-1059	OTHER	0.020776	0.020482	0.004631	0.954111	
megahit_99151_2-481	OTHER	0.012075	0.009929	0.004143	0.973852	
megahit_99151_514-1014	LIPO(Sec/SPII)	0.000943	0.000051	0.998797	0.000209	CS pos: 20-21. FIG-CA. Pr: 0.9988
megahit_99152_2-481	OTHER	0.012075	0.009929	0.004143	0.973852	
megahit_99152_514-1791	LIPO(Sec/SPII)	0.000943	0.000051	0.998797	0.000209	CS pos: 20-21. FIG-CA. Pr: 0.9988
megahit_99168_164-544	OTHER	0.040735	0.036523	0.003823	0.918919	
megahit_99186_3-677	OTHER	0.007857	0.005936	0.005075	0.981131	
megahit_99187_3-677	OTHER	0.007857	0.005936	0.005075	0.981131	
megahit_99204_3-371	OTHER	0.011787	0.002337	0.003891	0.981985	
megahit_99265_1331-2335	OTHER	0.003196	0.006374	0.000237	0.990193	
megahit_99265_2341-3537	OTHER	0.014414	0.002360	0.000925	0.982301	
megahit_99266_1-885	OTHER	0.025344	0.175045	0.016439	0.783171	
megahit_99285_2-1465	SP(Sec/SPI)	0.749856	0.173125	0.010804	0.066215	CS pos: 48-49. AAA-QN. Pr: 0.8140
megahit_99285_1449-3155	OTHER	0.006150	0.002783	0.000628	0.990439	
megahit_99285_3187-3627	OTHER	0.092219	0.012052	0.021834	0.873894	
megahit_99285_3670-4467	SP(Sec/SPI)	0.606290	0.005919	0.149664	0.238126	CS pos: 18-19. AIA-GG. Pr: 0.3010
megahit_99285_5775-6653	TAT(Tat/SPI)	0.034000	0.603122	0.006404	0.356474	CS pos: 46-47. ASA-DK. Pr: 0.2732
megahit_99285_6761-7771	OTHER	0.003260	0.001012	0.000768	0.994961	
megahit_99285_7845-8789	SP(Sec/SPI)	0.568700	0.005399	0.406731	0.019171	CS pos: 20-21. SLC-DQ. Pr: 0.4890
megahit_99285_8789-9304	OTHER	0.004903	0.020996	0.000662	0.973439	
megahit_99287_23-304	OTHER	0.092219	0.012052	0.021834	0.873894	
megahit_99287_347-1144	SP(Sec/SPI)	0.606290	0.005919	0.149664	0.238126	CS pos: 18-19. AIA-GG. Pr: 0.3010
megahit_99287_2452-3330	TAT(Tat/SPI)	0.034000	0.603122	0.006404	0.356474	CS pos: 46-47. ASA-DK. Pr: 0.2732
megahit_99287_3438-4448	OTHER	0.003260	0.001012	0.000768	0.994961	
megahit_99287_4522-5466	SP(Sec/SPI)	0.568700	0.005399	0.406731	0.019171	CS pos: 20-21. SLC-DQ. Pr: 0.4890
megahit_99287_5466-5981	OTHER	0.004903	0.020996	0.000662	0.973439	
megahit_99288_483-1493	OTHER	0.003260	0.001012	0.000768	0.994961	
megahit_99288_1567-2511	SP(Sec/SPI)	0.568700	0.005399	0.406731	0.019171	CS pos: 20-21. SLC-DQ. Pr: 0.4890
megahit_99288_2511-3026	OTHER	0.004903	0.020996	0.000662	0.973439	
megahit_99290_1-1287	OTHER	0.011836	0.005873	0.009468	0.972823	
megahit_99290_1271-2977	OTHER	0.006150	0.002783	0.000628	0.990439	
megahit_99290_3009-3449	OTHER	0.092219	0.012052	0.021834	0.873894	
megahit_99290_3492-4289	SP(Sec/SPI)	0.606290	0.005919	0.149664	0.238126	CS pos: 18-19. AIA-GG. Pr: 0.3010
megahit_99290_5597-6475	TAT(Tat/SPI)	0.034000	0.603122	0.006404	0.356474	CS pos: 46-47. ASA-DK. Pr: 0.2732
megahit_99290_6583-7593	OTHER	0.003260	0.001012	0.000768	0.994961	
megahit_99326_55-375	SP(Sec/SPI)	0.956315	0.000209	0.017364	0.026112	CS pos: 19-20. VFS-QE. Pr: 0.9277
megahit_99326_372-626	SP(Sec/SPI)	0.678744	0.027452	0.017691	0.276113	CS pos: 19-20. AKA-YP. Pr: 0.6882
megahit_99354_3-296	OTHER	0.039049	0.003336	0.007994	0.949621	
megahit_99358_1-72	OTHER	0.100001	0.066091	0.048541	0.785367	
megahit_99358_98-343	OTHER	0.004142	0.011824	0.000537	0.983497	
megahit_99359_1-72	OTHER	0.100001	0.066091	0.048541	0.785367	
megahit_99359_98-451	OTHER	0.047766	0.001829	0.008604	0.941801	
megahit_99425_50-310	OTHER	0.009477	0.009245	0.003607	0.977671	
megahit_99425_323-499	OTHER	0.010588	0.012035	0.005112	0.972265	
megahit_99425_535-957	OTHER	0.005130	0.016792	0.001864	0.976213	
megahit_99425_982-1704	OTHER	0.020962	0.000806	0.001368	0.976865	
megahit_99443_3-578	OTHER	0.029285	0.024459	0.002564	0.943692	
megahit_99470_410-1087	OTHER	0.010975	0.002562	0.001267	0.985197	
megahit_99477_3-245	OTHER	0.002997	0.004655	0.000305	0.992043	
megahit_99487_1-576	OTHER	0.009553	0.003016	0.002088	0.985343	
megahit_99526_96-473	OTHER	0.005991	0.001804	0.000984	0.991222	
megahit_99526_470-1204	OTHER	0.005635	0.005404	0.000724	0.988237	
megahit_99530_25-783	OTHER	0.004498	0.001258	0.000569	0.993675	
megahit_99620_1-837	OTHER	0.002939	0.000741	0.000706	0.995614	
megahit_99644_1192-1509	OTHER	0.025807	0.002119	0.005416	0.966658	
megahit_99714_1-993	OTHER	0.012644	0.004781	0.000826	0.981749	
megahit_99716_1456-1824	SP(Sec/SPI)	0.533266	0.013180	0.008757	0.444798	CS pos: 30-31. TRA-KE. Pr: 0.5362
megahit_99717_72-320	TAT(Tat/SPI)	0.000969	0.998141	0.000268	0.000621	CS pos: 45-46. TRA-GT. Pr: 0.8814
megahit_99718_72-980	TAT(Tat/SPI)	0.000969	0.998141	0.000268	0.000621	CS pos: 45-46. TRA-GT. Pr: 0.8814
megahit_99739_2-340	OTHER	0.003592	0.003726	0.000509	0.992173	
megahit_99752_2-742	SP(Sec/SPI)	0.997576	0.000175	0.001850	0.000400	CS pos: 20-21. AFA-QD. Pr: 0.9944
megahit_99764_196-615	OTHER	0.007520	0.001323	0.000639	0.990518	
megahit_99846_2-679	OTHER	0.070358	0.007625	0.021266	0.900750	
megahit_99847_1-666	OTHER	0.021611	0.003046	0.004245	0.971098	
megahit_99848_2-1309	OTHER	0.070358	0.007625	0.021266	0.900750	
megahit_99849_2-673	OTHER	0.070358	0.007625	0.021266	0.900750	
megahit_99861_30-764	TAT(Tat/SPI)	0.035753	0.696476	0.062846	0.204924	CS pos: 56-57. SSA-SR. Pr: 0.1128
megahit_99864_50-1498	OTHER	0.031599	0.008032	0.001860	0.958509	
megahit_99878_2-808	OTHER	0.006841	0.001839	0.001267	0.990053	
megahit_99888_1-1263	SP(Sec/SPI)	0.964770	0.028795	0.002496	0.003939	CS pos: 34-35. SQA-QE. Pr: 0.9586
megahit_99889_1-1263	SP(Sec/SPI)	0.964770	0.028795	0.002496	0.003939	CS pos: 34-35. SQA-QE. Pr: 0.9586
megahit_99890_1-1263	SP(Sec/SPI)	0.964770	0.028795	0.002496	0.003939	CS pos: 34-35. SQA-QE. Pr: 0.9586
megahit_99890_1285-3786	OTHER	0.036694	0.283831	0.002204	0.677271	
megahit_99901_251-820	OTHER	0.010734	0.013164	0.002055	0.974047	
megahit_99956_32-895	OTHER	0.035760	0.003261	0.003964	0.957015	
megahit_99973_102-590	OTHER	0.001705	0.000124	0.000222	0.997949	
megahit_99989_2-976	OTHER	0.007837	0.010187	0.001913	0.980063	
megahit_99990_2-976	OTHER	0.007837	0.010187	0.001913	0.980063	
megahit_99997_1-816	OTHER	0.042972	0.032722	0.017340	0.906966	
megahit_100054_31-585	LIPO(Sec/SPII)	0.001531	0.000057	0.998164	0.000249	CS pos: 16-17. FYA-CG. Pr: 0.9983
megahit_100114_3-1226	SP(Sec/SPI)	0.832322	0.001927	0.085290	0.080461	CS pos: 22-23. AIS-QN. Pr: 0.6309
megahit_100115_3-1226	SP(Sec/SPI)	0.832322	0.001927	0.085290	0.080461	CS pos: 22-23. AIS-QN. Pr: 0.6309
megahit_100124_4-513	SP(Sec/SPI)	0.973541	0.000209	0.025559	0.000691	CS pos: 20-21. VSA-QQ. Pr: 0.7677
megahit_100124_536-1078	OTHER	0.202979	0.001374	0.026261	0.769387	
megahit_100143_342-593	OTHER	0.005399	0.001640	0.001601	0.991359	
megahit_100274_2-316	LIPO(Sec/SPII)	0.043741	0.000508	0.587461	0.368289	CS pos: 22-23. KYG-CR. Pr: 0.4581
megahit_100279_2-838	OTHER	0.004352	0.000170	0.001956	0.993523	
megahit_100284_2-733	OTHER	0.004886	0.002153	0.000762	0.992199	
megahit_100304_45-569	OTHER	0.020352	0.000200	0.001971	0.977478	
megahit_100310_2-913	SP(Sec/SPI)	0.867478	0.001230	0.121857	0.009436	CS pos: 16-17. SFA-QS. Pr: 0.4136
megahit_100312_2-1033	OTHER	0.014687	0.000619	0.000710	0.983983	
megahit_100313_46-903	SP(Sec/SPI)	0.922359	0.000159	0.076554	0.000928	CS pos: 18-19. LSA-QD. Pr: 0.9342
megahit_100336_1190-2077	OTHER	0.004137	0.001162	0.000540	0.994160	
megahit_100444_86-457	OTHER	0.075626	0.012234	0.010453	0.901687	
megahit_100445_302-2461	OTHER	0.003500	0.000887	0.000757	0.994856	
megahit_100470_3-467	OTHER	0.009891	0.000931	0.002044	0.987134	
megahit_100475_2-586	OTHER	0.086946	0.001269	0.089095	0.822689	
megahit_100500_113-2245	OTHER	0.097406	0.001055	0.023333	0.878206	
megahit_100557_3-560	OTHER	0.003241	0.041036	0.001571	0.954152	
megahit_100596_548-1009	OTHER	0.128379	0.011843	0.024549	0.835229	
megahit_100709_231-518	SP(Sec/SPI)	0.997152	0.000425	0.002117	0.000306	CS pos: 22-23. ASA-QE. Pr: 0.9130
megahit_100714_80-3091	SP(Sec/SPI)	0.897750	0.073308	0.002212	0.026730	CS pos: 32-33. VSA-QD. Pr: 0.9587
megahit_100715_80-3091	SP(Sec/SPI)	0.897750	0.073308	0.002212	0.026730	CS pos: 32-33. VSA-QD. Pr: 0.9587
megahit_100716_80-3091	SP(Sec/SPI)	0.897750	0.073308	0.002212	0.026730	CS pos: 32-33. VSA-QD. Pr: 0.9587
megahit_100717_80-3091	SP(Sec/SPI)	0.897750	0.073308	0.002212	0.026730	CS pos: 32-33. VSA-QD. Pr: 0.9587
megahit_100719_2-400	OTHER	0.009581	0.002130	0.001412	0.986877	
megahit_100751_2-733	OTHER	0.004585	0.000796	0.001106	0.993513	
megahit_100751_877-1065	OTHER	0.038934	0.017349	0.004031	0.939686	
megahit_100799_2-193	OTHER	0.007374	0.003129	0.001191	0.988306	
megahit_100804_95-709	OTHER	0.017401	0.024386	0.008447	0.949766	
megahit_100804_985-2655	OTHER	0.008111	0.004624	0.000566	0.986698	
megahit_100804_2667-3296	OTHER	0.015840	0.008637	0.001591	0.973932	
megahit_100804_3371-3574	TAT(Tat/SPI)	0.002349	0.996775	0.000409	0.000467	CS pos: 36-37. VQA-KV. Pr: 0.7619
megahit_100804_3596-6460	TAT(Tat/SPI)	0.000331	0.999150	0.000205	0.000313	CS pos: 53-54. AEA-AT. Pr: 0.8508
megahit_100804_6474-7082	OTHER	0.055023	0.002271	0.052562	0.890144	
megahit_100805_985-2655	OTHER	0.008111	0.004624	0.000566	0.986698	
megahit_100805_2667-3296	OTHER	0.015840	0.008637	0.001591	0.973932	
megahit_100805_3371-3574	TAT(Tat/SPI)	0.002349	0.996775	0.000409	0.000467	CS pos: 36-37. VQA-KV. Pr: 0.7619
megahit_100805_3596-6460	TAT(Tat/SPI)	0.000331	0.999150	0.000205	0.000313	CS pos: 53-54. AEA-AT. Pr: 0.8508
megahit_100805_6474-7082	OTHER	0.055023	0.002271	0.052562	0.890144	
megahit_100816_1241-1798	OTHER	0.005447	0.007436	0.000772	0.986345	
megahit_100818_1032-1859	OTHER	0.003513	0.000485	0.002091	0.993911	
megahit_100818_1917-2474	OTHER	0.005447	0.007436	0.000772	0.986345	
megahit_100857_3-458	OTHER	0.073351	0.004711	0.013547	0.908391	
megahit_100901_1-402	OTHER	0.009451	0.003137	0.002266	0.985146	
megahit_100906_1-2055	OTHER	0.014032	0.001352	0.001703	0.982913	
megahit_100911_37-381	OTHER	0.008945	0.002314	0.001035	0.987705	
megahit_100959_964-1323	OTHER	0.002965	0.000337	0.000408	0.996290	
megahit_100966_875-2440	OTHER	0.277743	0.015921	0.085151	0.621184	
megahit_100967_875-1945	OTHER	0.004034	0.001141	0.000715	0.994110	
megahit_100968_1117-1638	OTHER	0.102122	0.007287	0.007121	0.883469	
megahit_100969_875-1945	OTHER	0.004034	0.001141	0.000715	0.994110	
megahit_100970_2475-3149	OTHER	0.001514	0.000519	0.000827	0.997140	
megahit_100970_3186-3707	OTHER	0.102122	0.007287	0.007121	0.883469	
megahit_100977_1-861	OTHER	0.017929	0.003742	0.004732	0.973597	
megahit_100978_1-861	OTHER	0.017929	0.003742	0.004732	0.973597	
megahit_100980_1-861	OTHER	0.020276	0.003495	0.005482	0.970746	
megahit_100981_35-826	OTHER	0.060799	0.012346	0.006889	0.919966	
megahit_100982_3-1115	OTHER	0.060799	0.012346	0.006889	0.919966	
megahit_100983_1-255	OTHER	0.091847	0.002098	0.010452	0.895603	
megahit_100985_2-388	OTHER	0.012427	0.000752	0.002627	0.984195	
megahit_101000_1-438	OTHER	0.002235	0.002107	0.000333	0.995324	
megahit_101001_1-393	OTHER	0.006396	0.001702	0.000796	0.991106	
megahit_101003_1-459	OTHER	0.001889	0.002835	0.000306	0.994969	
megahit_101028_3-251	OTHER	0.024869	0.005965	0.004470	0.964697	
megahit_101037_3-134	OTHER	0.053967	0.018032	0.023829	0.904172	
megahit_101037_153-278	OTHER	0.071688	0.012132	0.023994	0.892185	
megahit_101121_132-398	OTHER	0.033161	0.042234	0.003194	0.921411	
megahit_101214_3-1880	OTHER	0.020995	0.046156	0.002623	0.930226	
megahit_101214_1942-2715	OTHER	0.004274	0.001136	0.000963	0.993626	
megahit_101215_3-809	OTHER	0.020995	0.046156	0.002623	0.930226	
megahit_101244_326-1408	SP(Sec/SPI)	0.726955	0.253546	0.007829	0.011670	CS pos: 34-35. ASA-QS. Pr: 0.8434
megahit_101247_3-2117	OTHER	0.010079	0.001007	0.000921	0.987993	
megahit_101274_70-996	OTHER	0.006238	0.001342	0.003602	0.988818	
megahit_101275_70-996	OTHER	0.004850	0.001147	0.002881	0.991122	
megahit_101276_70-999	OTHER	0.006238	0.001342	0.003602	0.988818	
megahit_101331_762-1985	OTHER	0.001119	0.001447	0.000206	0.997228	
megahit_101356_1-348	OTHER	0.002878	0.000998	0.000488	0.995636	
megahit_101456_1375-2358	OTHER	0.006498	0.001743	0.001036	0.990723	
megahit_101457_405-1013	OTHER	0.021876	0.004996	0.004076	0.969052	
megahit_101532_1-477	OTHER	0.010892	0.001555	0.001225	0.986328	
megahit_101621_162-830	OTHER	0.009008	0.006094	0.001286	0.983612	
megahit_101626_189-1118	OTHER	0.032845	0.018569	0.001646	0.946940	
megahit_101641_17-691	OTHER	0.012652	0.006736	0.038420	0.942192	
megahit_101718_975-1451	OTHER	0.006420	0.003113	0.001395	0.989072	
megahit_101735_2-679	OTHER	0.051007	0.016131	0.001052	0.931809	
megahit_101817_471-1589	OTHER	0.003422	0.001776	0.000400	0.994402	
megahit_101818_358-1476	OTHER	0.003422	0.001776	0.000400	0.994402	
megahit_102153_2-940	OTHER	0.037879	0.001085	0.004739	0.956298	
megahit_102153_945-1448	LIPO(Sec/SPII)	0.003188	0.000061	0.996437	0.000315	CS pos: 18-19. FSA-CR. Pr: 0.9973
megahit_102219_2315-3265	OTHER	0.046288	0.001795	0.012560	0.939357	
megahit_102326_50-1687	SP(Sec/SPI)	0.963121	0.002561	0.030450	0.003869	CS pos: 25-26. AMA-QA. Pr: 0.8330
megahit_102326_1772-3034	TAT(Tat/SPI)	0.000928	0.998508	0.000221	0.000344	CS pos: 29-30. ALA-QA. Pr: 0.6386
megahit_102327_50-1687	SP(Sec/SPI)	0.963121	0.002561	0.030450	0.003869	CS pos: 25-26. AMA-QA. Pr: 0.8330
